NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_NEGATIVE_REGULATION_OF_CELL_MATURATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	45	15		
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	791		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	183	166		
GOBP_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_SIZE	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	65	58		
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	16	16		
GOBP_NEGATIVE_REGULATION_OF_CELL_VOLUME	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CENTROSOME_DUPLICATION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CERAMIDE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CGAS_STING_SIGNALING_PATHWAY	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CGMP_MEDIATED_SIGNALING	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	31	21		
GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	52	43		
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	22		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	24	20		
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_PROLIFERATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	95	88		
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	51	50		
GOBP_NEGATIVE_REGULATION_OF_CILIUM_ASSEMBLY	21	19		
GOBP_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COAGULATION	53	51		
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	48	46		
GOBP_NEGATIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COLLATERAL_SPROUTING	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYCLASE_ACTIVITY	15	15		
GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	23	20		
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	62	60		
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	49	47		
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	385	274		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	35	33		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	41	23		
GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	55	49		
GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	164	145		
GOBP_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	294	242		
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	18	15		
GOBP_NEGATIVE_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_APOPTOTIC_PROCESS	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	31	29		
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	99	91		
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	1007		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	15	15		
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING	30	29		
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	153	133		
GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	35	31		
GOBP_NEGATIVE_REGULATION_OF_DNA_CATABOLIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	145	116		
GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	52	35		
GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR	42	33		
GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION	26	23		
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	23	23		
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DOPAMINE_SECRETION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	26	20		
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS	77	67		
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	20	17		
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	38	33		
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	78	37		
GOBP_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	27	26		
GOBP_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPINEPHRINE_SECRETION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	67	61		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	55	48		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	118	65		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	174	128		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	53	35		
GOBP_NEGATIVE_REGULATION_OF_ERAD_PATHWAY	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	32	30		
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	75	62		
GOBP_NEGATIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	134	119		
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXOCYTOSIS	36	34		
GOBP_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	22		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	100	93		
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	31	29		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	26	18		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	42	34		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_OXIDATION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	62	49		
GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_PROLIFERATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FEEDING_BEHAVIOR	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FERROPTOSIS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FERTILIZATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBRINOLYSIS	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	25	19		
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_MIGRATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	35	34		
GOBP_NEGATIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_G0_TO_G1_TRANSITION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	1671		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	178	133		
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_VIA_CHROMOSOMAL_CPG_ISLAND_METHYLATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	28	25		
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_MIGRATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	17	16		
GOBP_NEGATIVE_REGULATION_OF_GLIOGENESIS	45	41		
GOBP_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLUCONEOGENESIS	19	15		
GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	21	17		
GOBP_NEGATIVE_REGULATION_OF_GLUTAMATE_SECRETION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	28		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GONADOTROPIN_SECRETION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GROWTH	230	214		
GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY	20	19		
GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	66	61		
GOBP_NEGATIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEART_RATE	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS	117	107		
GOBP_NEGATIVE_REGULATION_OF_HEPATOCYTE_APOPTOTIC_PROCESS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HETEROCHROMATIN_FORMATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HIPPO_SIGNALING	22	22		
GOBP_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_SECRETION	68	65		
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	17	15		
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY	197	181		
GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	124	120		
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	199	186		
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	535	481		
GOBP_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	18		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	202	154		
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	33	27		
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	90	86		
GOBP_NEGATIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	24	18		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	19	18		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	23		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	45	28		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	53	34		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_21_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	30	28		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	68	45		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	36	15		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	15	15		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	32	31		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	617		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	37	35		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	51	45		
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	113	98		
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	23	19		
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	30	28		
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	69	54		
GOBP_NEGATIVE_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE	35	34		
GOBP_NEGATIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	24	21		
GOBP_NEGATIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	178	156		
GOBP_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LENS_FIBER_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	56	53		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	151	133		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	23	19		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	71	68		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	56	47		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	99	93		
GOBP_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	68	54		
GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	28	26		
GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION	65	43		
GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	112	95		
GOBP_NEGATIVE_REGULATION_OF_LIPID_STORAGE	22	21		
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT	47	26		
GOBP_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	21		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION	415	306		
GOBP_NEGATIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_ACTIVITY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	18	17		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	167	156		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	37	36		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	58	53		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	60	57		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY	35	34		
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	17	15		
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_DIFFERENTIATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_MIGRATION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	170	144		
GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	46	43		
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_DEGRANULATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	18	16		
