NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOMF_ADENYLYLTRANSFERASE_ACTIVITY	GOMF_ADENYLYLTRANSFERASE_ACTIVITY		21	0.38964194	1.0446901	0.40193704	0.81079024	1.0	5392	tags=52%, list=28%, signal=72%	
GOMF_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	GOMF_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS		38	0.34458092	1.0446556	0.3898305	0.8099189	1.0	4240	tags=32%, list=22%, signal=40%	
GOCC_PRERIBOSOME	GOCC_PRERIBOSOME		102	0.28744417	1.0443994	0.32238805	0.809847	1.0	5070	tags=25%, list=26%, signal=34%	
GOBP_CELL_REDOX_HOMEOSTASIS	GOBP_CELL_REDOX_HOMEOSTASIS		36	0.33923936	1.0440508	0.37027708	0.81012046	1.0	4925	tags=42%, list=25%, signal=56%	
GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS	GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS		16	0.42060718	1.0435138	0.3986175	0.8110293	1.0	2426	tags=19%, list=12%, signal=21%	
GOBP_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS	GOBP_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS		16	0.4163199	1.0429525	0.41007194	0.81205404	1.0	2642	tags=25%, list=14%, signal=29%	
GOCC_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX	GOCC_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX		16	0.4192471	1.0426612	0.41387025	0.8121921	1.0	4990	tags=44%, list=26%, signal=59%	
GOMF_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		469	0.24370569	1.0418907	0.26143792	0.81421584	1.0	2084	tags=13%, list=11%, signal=14%	
GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY		15	0.4375452	1.0412226	0.42067307	0.815674	1.0	2266	tags=20%, list=12%, signal=23%	
GOMF_GLUTATHIONE_TRANSFERASE_ACTIVITY	GOMF_GLUTATHIONE_TRANSFERASE_ACTIVITY		28	0.36171743	1.0411706	0.36097562	0.8148917	1.0	2064	tags=25%, list=11%, signal=28%	
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS	GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS		65	0.3095381	1.0410719	0.35555556	0.8142823	1.0	4322	tags=29%, list=22%, signal=37%	
