NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY		17	0.28713596	0.71312606	0.8557692	1.0	1.0	6938	tags=65%, list=36%, signal=101%	
KEGG_MEDICUS_REFERENCE_TSH_TG_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TSH_TG_SIGNALING_PATHWAY		29	0.24384218	0.6926125	0.94103193	1.0	1.0	4416	tags=31%, list=23%, signal=40%	
KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS	KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS		23	0.24918781	0.6864489	0.9174528	1.0	1.0	4331	tags=35%, list=22%, signal=45%	
KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_EGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_EGFR_RAS_ERK_SIGNALING_PATHWAY		15	0.28392142	0.6863075	0.8811659	1.0	1.0	7339	tags=47%, list=38%, signal=75%	
KEGG_MEDICUS_REFERENCE_AREG_EGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_AREG_EGFR_RAS_ERK_SIGNALING_PATHWAY		15	0.27409396	0.67660093	0.9016787	1.0	1.0	6879	tags=40%, list=35%, signal=62%	
KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY		21	0.25850338	0.6726004	0.9050926	1.0	1.0	1576	tags=10%, list=8%, signal=10%	
KEGG_MEDICUS_REFERENCE_TLR7_8_9_IRF5_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TLR7_8_9_IRF5_SIGNALING_PATHWAY		22	0.25205094	0.67200655	0.92533934	1.0	1.0	4305	tags=18%, list=22%, signal=23%	
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY		26	0.24260357	0.6617826	0.9375	1.0	1.0	4245	tags=31%, list=22%, signal=39%	
KEGG_MEDICUS_REFERENCE_EREG_EGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EREG_EGFR_RAS_ERK_SIGNALING_PATHWAY		15	0.2667383	0.66169655	0.92027336	1.0	1.0	6879	tags=40%, list=35%, signal=62%	
KEGG_MEDICUS_REFERENCE_CGAS_STING_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CGAS_STING_SIGNALING_PATHWAY		16	0.26658127	0.65631866	0.93318486	1.0	1.0	860	tags=6%, list=4%, signal=7%	
