NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ESR1	ESR1	179	0.14305517077445984	0.32465482	Yes	
row_1	MAPK1	MAPK1	1576	0.05696091055870056	0.3856638	Yes	
row_2	SRC	SRC	2690	0.039713870733976364	0.4210021	Yes	
row_3	JUN	JUN	3267	0.033206675201654434	0.46882355	Yes	
row_4	MAP2K1	MAP2K1	3334	0.032542262226343155	0.54137355	Yes	
row_5	RAF1	RAF1	4819	0.020633479580283165	0.513063	No	
row_6	CHRNA9	CHRNA9	5558	0.01596757210791111	0.5123024	No	
row_7	MAP2K2	MAP2K2	6665	0.01093885488808155	0.480843	No	
row_8	ESR2	ESR2	6666	0.010936900041997433	0.50636876	No	
row_9	MAPK3	MAPK3	6879	0.010098576545715332	0.51901406	No	
row_10	KRAS	KRAS	8544	0.004399609286338091	0.44354013	No	
row_11	HRAS	HRAS	9520	0.0014151225332170725	0.3966033	No	
row_12	BRAF	BRAF	11253	-0.003953741397708654	0.31658483	No	
row_13	NRAS	NRAS	13317	-0.011479786597192287	0.2370758	No	
row_14	ARAF	ARAF	14110	-0.015848122537136078	0.23325393	No	
row_15	FOS	FOS	14325	-0.01731434091925621	0.26263714	No	
