symbol,GSM1480043,GSM1480044,GSM1480045,GSM1480046,GSM1480047,GSM1480048,GSM1480049,GSM1480050,GSM1480051,GSM1480052,GSM1480053,GSM1480054,GSM1480055,GSM1480056,GSM1480057,GSM1480058,GSM1480059,GSM1480060,GSM1480061,GSM1480062,GSM1480063,GSM1480064,GSM1480065,GSM1480066,GSM1480067,GSM1480068,GSM1480069,GSM1480070,GSM1480071,GSM1480072,GSM1480073,GSM1480074,GSM1480075,GSM1480076,GSM1480077,GSM1480078,GSM1480079,GSM1480080,GSM1480081,GSM1480082,GSM1480083,GSM1480084,GSM1480085,GSM1480086,GSM1480087,GSM1480088,GSM1480089,GSM1480090
EEF1A1,14.214198,14.21271967,14.26993667,14.35174967,14.32966033,14.18327367,14.323594,14.23747033,14.316445,14.17330133,14.233595,14.22204367,14.32206367,14.18913733,14.27174233,14.22102633,14.17372467,14.13849967,14.30553,14.17646,14.30474467,14.224649,14.27347433,14.359704,14.299169,14.46051,14.431371,14.37191533,14.294763,14.33973367,14.162745,14.11559933,14.134783,14.33973367,14.31045767,14.25096467,14.275996,14.24273167,14.27860933,14.28699467,14.28650067,14.29991133,14.34688267,14.34535233,14.26348633,14.21999,14.26867933,14.356698
GAPDH,11.283947,12.554491,11.72192233,11.98628233,11.804943,12.02976267,11.84412,11.95468167,12.32893333,12.39973733,11.99998967,11.86927967,12.13910967,12.379197,11.89265167,12.04111667,12.36464767,12.61698067,11.94130233,12.29385467,12.62218267,11.992439,12.630755,11.56279467,11.703306,11.44632967,11.56217233,11.72965333,11.73548333,11.51993433,11.52725533,11.62531967,11.70949733,11.93183667,11.69164133,12.036652,11.70452033,12.78629967,11.44037033,11.43689567,11.680141,12.34540667,12.00758333,11.524149,11.819979,11.54443167,11.64327,11.380136
SLC35E2,5.015658,5.04038,4.884698,4.858574,4.878779,4.73291,4.74385,4.842534,5.290695,4.76351,4.781507,4.765924,4.899344,4.788207,5.044329,4.828251,4.804824,4.714741,4.909073,4.945206,4.813279,4.890524,4.864197,4.773072,4.831649,4.979994,4.609169,4.838862,4.9835,4.888399,4.707686,4.976236,4.677078,4.813847,4.923371,5.086495,4.691932,4.748788,4.811245,5.256567,4.78562,4.831076,4.901768,4.861067,4.69679,4.751909,4.767666,5.082673
DUSP22,8.16717875,7.935494,7.76301725,8.05175275,7.99868375,7.957891,8.12662775,7.94224775,7.9249685,7.86549125,7.9662815,8.203598,7.66842375,7.783528,7.79634475,7.56107325,7.7824585,8.04500425,8.05250475,7.555297,7.68252525,8.0723375,7.5557125,7.88847275,8.07211425,8.099735,7.778049,7.8445885,7.8040115,8.119703,7.951505,7.713008,7.673044,7.76803825,7.86797,8.14472975,8.07165875,7.933613,7.76276725,7.67872875,7.9986255,7.82649225,7.868666,7.84096325,7.7918475,7.4334975,7.87004425,8.048213
RPS28,11.291909,11.512959,11.563935,11.623568,11.412954,11.40641,11.491238,11.493237,11.845331,11.434606,11.439193,11.286475,11.109509,11.172089,11.395934,11.700524,11.300737,11.35967,11.398295,11.418372,11.262492,11.203047,11.065154,11.551566,11.460796,11.457774,11.621265,11.748979,11.643812,11.582055,11.951814,11.868545,11.790616,11.816344,12.117226,11.97436,11.224096,11.315412,11.55413,11.515166,11.194006,11.6642,11.29612,11.286475,11.717681,11.383499,11.68324,11.491238
IPO13,7.664512,7.771776,7.466346,7.28012,7.164799,7.176752,7.003444,7.18148,7.612904,7.387054,7.047893,7.504883,7.473466,8.191484,7.524457,7.979078,7.986462,8.229964,7.73885,7.938218,7.219579,7.307653,7.428288,7.11884,7.827923,7.940618,7.770565,7.424898,7.807581,7.94929,7.081924,7.731981,6.7964,7.303968,7.262816,7.094184,7.95172,8.062685,7.765063,7.903371,7.18148,7.571568,7.124161,7.125475,7.438824,7.091696,7.003549,7.437316
AFAP1,6.7271615,6.8306035,6.929471,6.6565135,6.646344,7.0876525,6.4718775,7.1389045,6.696927,6.374097,6.5023065,6.6030505,6.9752955,7.286019,6.803537,7.0192015,6.583697,6.949305,6.8733395,6.619588,6.806941,7.0572235,7.0163645,6.8035885,7.153753,7.2149955,6.7091715,7.0266765,6.4238915,6.7500075,6.602517,6.7703205,6.881642,6.4982755,6.8279645,7.239552,7.2101485,6.6031265,6.747678,6.5437765,6.814984,6.954231,6.604086,6.7074755,6.444339,7.356984,6.8708635,7.241491
CDT1,6.479674,4.676397,4.963576,4.673687,4.972293,5.251812,5.089129,5.19903,4.636576,4.73533,4.977669,5.146482,5.264866,4.937388,5.010574,4.931781,4.490577,4.558168,4.699908,4.542018,4.804759,4.904394,4.604365,5.537828,4.741161,4.658135,4.665606,4.992842,4.468131,4.595505,6.130779,6.490712,4.815789,4.824774,4.877793,4.895292,4.65873,4.635435,4.937311,4.586285,4.782124,4.712907,5.173649,5.337193,5.243885,4.712591,4.940126,5.212381
TRPV1,4.9659782,4.697253,4.7390324,4.679933,4.703953,4.6536512,4.6347058,4.758372,4.8733334,4.6831884,4.6129094,4.6905244,4.6830074,4.7218546,4.6293476,4.7336518,4.6804492,4.6510266,4.6246356,4.6714314,4.5567044,4.6655498,4.5532598,4.5596236,4.7037522,4.6590012,4.6906108,4.6197706,4.751798,4.7547694,4.763331,4.7989472,4.5374498,4.6812248,4.6519532,4.6762384,4.6452066,4.8984574,4.6907988,4.8201228,4.6786888,4.5729814,4.6812942,4.7611086,4.6926736,4.6069918,4.7750324,4.6605106
LPP,10.410442,10.6915,10.6690555,10.9646345,11.3506295,10.0696915,11.139263,10.8411275,10.4629855,10.233849,10.576666,10.158719,11.233929,11.801998,10.745551,10.933376,10.1172375,12.715701,11.9908875,10.413696,10.852344,10.82117,10.05348,10.9064865,12.9012685,12.905303,11.1325435,11.053545,10.005028,12.648283,10.1718725,10.406022,10.171349,11.236389,10.778771,10.9832655,13.0948,10.992014,11.085009,10.8685565,11.191714,10.5900895,11.106841,11.343979,10.4551525,10.627681,10.8434435,12.2209665
UGP2,7.6606524,7.4957616,7.3038384,7.4253806,7.4596626,7.5722986,7.4296484,7.4581568,7.2238714,7.1561126,7.6568012,7.0613828,7.3395604,7.3328788,7.2691254,7.660687,7.2468592,8.2067178,7.8210118,7.3719306,7.8386742,7.6626018,7.8745462,7.677847,8.2872278,8.0961836,7.6662404,7.6635024,7.2717744,8.2003028,7.6098474,8.0147572,7.5292954,7.6742312,7.2362418,7.7455536,8.1924188,7.5514972,7.354278,6.9534866,7.6797896,7.6836846,7.3981284,7.3689068,7.568147,7.9076158,7.5212388,7.9868542
CCNE2,4.499218,4.407448,4.366089,4.424686,4.457766,4.405891,4.4133,4.476946,4.437134,4.367008,4.423409,4.434876,4.405273,4.416644,4.424047,4.416207,4.424375,4.414632,4.47259,4.40497,4.414598,4.413783,4.453004,4.471832,4.372314,4.417891,4.429915,4.449578,4.392938,4.403379,4.476682,4.433271,4.402772,4.442507,4.424787,4.405034,4.41671,4.403761,4.47223,4.427915,4.426312,4.435769,4.390098,4.392999,4.435215,4.419312,4.393926,4.513861
HNRNPAB,9.708930333,10.33441233,10.24696933,10.269072,10.167505,10.18629233,10.18619833,10.214036,10.15399367,9.809642,10.234622,9.692552333,10.18801733,9.981397,9.945004,10.084811,10.202134,10.725297,10.476019,10.171748,10.340361,10.299288,10.22112833,10.60331233,10.65383433,10.590956,10.56539367,10.37371467,10.37139467,10.46571967,10.14453367,10.06057733,10.066586,10.30626967,10.446651,9.996735333,10.486355,10.43879933,10.36388667,10.605147,10.62294567,10.371104,10.56911633,10.47303033,10.602569,10.32137367,10.150751,10.326634
BORCS5,6.544895,5.637159,5.558584,5.423168,5.267945,5.699869,5.174731,5.375691,5.872178,5.472187,5.25814,5.810938,5.375936,5.651805,5.50985,5.58294,5.770851,5.62762,5.410538,5.802514,5.326231,5.533555,5.650282,5.488874,5.340815,5.384596,5.412617,5.372582,5.65082,5.574308,6.274857,6.953538,5.362703,5.480254,5.66149,5.222982,5.696894,5.445046,5.365466,5.649744,5.592329,5.438099,5.493501,5.458976,5.463582,5.618964,5.302542,5.625924
SNIP1,7.701853,7.770028,7.413211,7.562224,7.532857,7.624884,7.645671,7.399507,7.777356,7.74453,7.605431,7.389252,7.392708,7.323333,7.354302,7.441558,7.798038,7.413528,7.577174,7.60248,7.368194,7.200017,7.545107,7.803026,7.218257,6.974793,7.359628,7.301569,7.656676,7.243845,7.624747,7.682436,7.530485,7.460641,7.610607,7.443398,7.348541,7.367812,7.119186,7.262327,7.860581,7.504303,7.428889,7.522628,7.380756,7.418605,7.28042,7.313957
BCL6B,7.828115,5.826346,5.838761,6.047346,5.713999,6.063299,6.316219,5.430174,5.911149,5.413374,6.11443,6.489006,5.2249,5.785462,6.050025,6.925798,5.549403,6.367136,6.985459,5.426675,5.948612,5.384318,5.469918,5.713427,5.631851,5.711967,5.917428,6.535951,5.588481,6.184538,6.44532,6.510891,5.405755,6.04555,5.894096,5.986266,6.365697,5.765396,6.118502,5.795176,5.895687,6.177974,5.512985,5.587142,5.781537,5.601965,5.39441,5.475958
GRHL1,5.555698667,4.695063333,5.244983667,4.797336333,4.939733333,5.884628,4.721561,4.873859333,4.642348667,4.903007667,4.809803333,5.033430667,4.827492333,4.904263,4.80887,4.664806667,4.603108,4.536339333,4.618981333,4.627029333,5.140575,5.485845333,5.51327,4.662102,4.740121333,5.382022667,4.707987,5.200509667,4.654040333,4.662775,6.005877333,6.906717,5.790452333,4.72254,4.831247667,5.370334,4.876104333,4.690761667,4.675417667,4.674104333,4.769862333,5.222505667,4.828022,4.821022333,4.714658333,6.672381667,5.177312667,6.044876333
FLT4,5.78665175,5.21615475,4.9985985,4.924086,4.962163,5.391956,5.0215125,4.913383,5.10537825,5.00419325,4.8908205,5.23347375,4.9878265,5.052396,5.12300875,5.21452525,5.17805825,5.275369,5.13619575,5.0485085,5.096123,4.992834,5.036724,5.04197425,5.11245025,5.09233825,5.1749255,5.085278,4.9535765,5.0347715,5.4865175,6.06219175,4.84600975,4.94264075,4.98952575,4.899267,5.0693325,5.130584,4.90238175,4.92818575,4.98220925,5.069285,5.04160275,5.106486,4.98403775,5.285036,4.9424825,5.20890275
ATP13A4,4.483988,4.609764,4.550826,4.624583,4.549194,4.492262,4.532115,4.534149,4.534032,4.534899,4.503418,4.458419,4.51592,4.513413,4.475607,4.440719,4.560239,4.525822,4.51948,4.931742,4.761095,4.487519,5.613137,4.546279,4.59535,4.662749,4.5446,4.545101,4.626515,4.465061,4.522755,4.641842,4.472749,4.570609,4.607365,5.035746,4.487644,4.5236,4.510614,4.687194,4.415669,4.916862,4.669725,4.590221,4.429984,4.538477,4.536239,4.504373
HMG20B,11.231545,10.375487,10.278364,10.242097,10.152815,10.585136,10.427494,10.384352,10.466264,10.560189,10.247324,10.641901,10.407679,10.58251,10.343285,10.436436,9.985082,10.239424,10.259444,9.973586,10.287856,10.12442,10.388382,10.157502,10.50266,10.240731,9.986707,10.300741,9.865852,10.439297,11.170941,11.524979,10.389048,10.011972,10.209763,10.287104,10.052511,10.36801,10.192398,9.998455,9.822816,10.153804,10.248738,10.321124,10.129006,10.298597,10.085126,10.323459
CD69,5.073518,6.03506,6.237894,6.071994,6.331374,5.9294895,7.0753775,6.943421,5.4914465,7.268639,6.64661,6.6966365,6.702781,5.816449,6.632171,6.0853565,5.416753,5.2202675,5.065134,5.364565,5.939788,5.912875,5.4930575,6.4195075,5.666372,5.6007445,6.0038075,5.850546,4.544131,5.5446365,5.9487215,5.294354,6.644988,7.0497315,6.3796465,6.6726765,5.8702685,5.659286,6.3264245,5.8061585,5.9435565,6.1590025,6.1301905,6.4408085,6.5877765,5.939579,6.465252,5.6402645
MLYCD,6.43083,6.255101,6.480448,6.663909,6.419112,6.370718,6.619084,6.642017,6.148618,6.412388,6.413569,6.226887,6.493667,6.547034,6.450037,6.408996,6.393206,6.864156,6.86609,6.145204,6.133029,6.389231,6.427691,6.689382,6.523606,6.900762,6.7104,6.904957,6.63402,6.725475,6.144376,6.344734,5.930642,6.18011,6.600373,6.262441,6.555015,6.3244,6.285955,6.321058,6.40988,6.548335,6.700912,6.633475,6.496782,6.532481,6.362997,6.804127
UHRF1BP1L,5.721751667,6.053156333,5.646711667,5.738890333,5.679881667,5.845042333,5.635251333,5.555339,5.798859,5.930981333,5.709655333,5.941898,5.673141,5.825766,5.774392333,5.525022333,5.826413333,5.501307333,5.644940667,5.945662667,5.738852333,5.601805667,5.849544,5.729407667,5.461420333,5.462531667,5.548358667,5.516999667,5.906657667,5.469738667,5.709168667,6.168681333,5.875543,5.484655333,5.651733333,5.478149333,5.59679,5.581090333,5.524100667,5.709158667,5.670398333,5.760027,5.528651667,5.293672667,5.853134333,5.604259667,5.518591667,5.690007
NOC2LP2,5.2666485,5.6207305,5.3005935,5.238216,5.2129445,5.4699025,5.183039,4.977208,5.6499045,5.178304,5.033791,5.0826305,5.233088,5.190057,5.170587,5.4785275,5.576423,5.648971,5.2967755,5.445377,5.1651585,5.3140815,5.4563135,5.2751245,5.216175,5.2819355,5.445108,5.2026815,5.7767115,5.340033,5.2243735,5.422752,4.9445305,5.2727175,5.6110275,5.2673955,5.2100145,5.617635,5.394521,5.511198,5.568594,5.302278,5.1187135,5.3154585,5.318674,5.1069585,5.0897685,4.970071
TICAM2,8.149391,9.043032,8.845698,9.049964,8.718107,8.652216,8.710228,8.983889,9.405269,9.096841,8.741375,9.457919,8.767452,9.121206,9.021818,9.26226,9.157536,8.48548,8.389343,9.10329,9.088511,8.761058,9.141234,8.877603,8.328945,8.531031,8.929452,8.561963,8.845914,8.287634,8.150899,8.643457,8.51537,8.814665,8.623515,8.538204,8.283584,9.056225,8.923952,8.67224,8.897195,8.832408,8.430451,8.622131,8.690237,8.671864,8.809268,8.880089
SERTAD2,10.665089,10.08032,9.807851,9.531706,9.861511,10.273735,9.978784,9.836203,9.859298,10.407097,9.935964,10.348447,9.802432,9.844058,10.041764,9.324344,9.462983,9.485736,9.450953,9.424275,9.842065,10.101778,10.476813,9.647158,9.250594,9.308267,9.514709,9.354003,9.552096,9.169052,10.223227,10.855554,9.858243,9.37225,9.689903,10.376098,9.415517,9.944483,9.276143,9.132022,9.633214,10.198767,9.723358,9.594833,9.840292,10.435027,9.7321,9.971537
SPP1,11.9302365,12.620196,11.7356575,12.734732,12.196037,12.7015165,12.2519075,13.5811535,11.9832865,13.0539105,12.257257,11.567652,12.5966135,12.025798,12.1475975,10.7790465,12.189779,10.470275,10.9160425,11.878021,12.9039695,13.019314,12.335641,11.4984,9.2639605,9.4357245,10.49398,10.3442045,8.609271,9.6920575,12.2841455,11.061033,12.106822,12.295181,10.817063,12.1252435,8.6699755,12.1726445,9.988292,10.0691955,10.3283405,12.8453775,12.7359105,11.8844965,13.015171,12.5754075,11.5679615,11.6951355
HBE1,5.539178,4.492731,4.935626,5.256267,4.526559,5.833476,6.970677,7.070475,4.707904,7.839504,8.401625,6.688843,5.890251,5.219464,7.014296,4.554185,4.632367,4.497713,4.412503,4.884698,6.161902,4.485353,4.717798,4.46244,5.987996,4.454085,4.50779,5.333158,4.492941,4.525039,6.053038,6.278056,8.545092,4.557522,4.529695,4.523485,4.427358,4.625781,4.524675,4.487685,4.482048,4.496987,4.61419,4.699061,4.559896,7.64086,5.108889,4.881319
PCBD2,6.259796,6.458675,6.50392,6.587054,6.612894,5.924421,5.788291,6.151919,6.512077,5.869688,6.008565,5.72924,5.848022,6.023103,5.829598,6.06922,6.462872,5.703903,6.133264,6.332329,5.521796,5.839233,6.410234,6.069891,5.587859,5.873614,6.530125,5.820006,6.807646,6.011689,6.136045,5.586613,5.760337,6.200116,6.281286,6.197374,5.805953,6.3554,6.601425,6.747042,6.515399,6.069981,6.251397,6.404267,6.444285,5.846248,6.380275,6.003936
ZBED2,4.412933,6.172609,6.614828,6.075562,5.377391,4.488226,6.116424,5.790626,4.802779,4.690205,4.712343,4.477955,5.642776,4.792795,5.332197,6.485673,4.44586,5.463415,6.531929,4.985714,7.130331,6.745642,7.656676,6.846309,4.872871,4.880799,7.202121,7.402503,4.676524,6.553464,4.561981,5.245622,4.557446,5.73102,6.293121,7.840553,4.716092,6.868291,6.298056,7.68609,5.415838,7.323333,6.462514,5.895864,5.215744,5.174178,6.247526,4.791371
USP21,6.690999333,6.127370667,6.165409,6.084103333,6.04367,6.168645,6.346378,6.222612333,6.245913333,6.168522667,6.139564667,6.40242,6.160717667,6.090707667,6.170114,6.119549,6.222366667,6.493133,6.352262333,6.105739333,6.167664333,6.180292,6.227328667,6.261717333,6.396349667,6.511276667,6.359913,6.307919667,6.136496333,6.44001,6.340823333,6.625958333,5.999231,6.110112333,6.213862667,6.205166,6.265420667,6.23618,6.240235667,6.29251,6.307029,6.282041333,6.163251333,6.313479333,6.158499333,6.166561333,5.965548333,6.364684333
RHD,4.523302,4.427915,4.473954,4.552968,4.489423,4.828618,4.492432,5.043564,4.482296,4.500859,5.967466,5.13921,4.632201,4.544164,4.589141,4.431816,4.483904,4.427845,4.421114,4.508936,5.280839,4.470551,4.402836,4.364325,4.56039,4.468806,4.451268,4.456388,4.402931,4.446414,4.483737,4.480654,7.185326,4.457345,4.556052,4.450536,4.422998,4.468923,4.482008,4.433202,4.467381,4.404552,4.43746,4.47087,4.454445,4.621819,4.590956,4.431395
AUP1,6.666296,6.374683,6.308171,6.403672,6.3286605,6.39295,6.2920685,6.2688135,6.4952415,6.34642,6.3128945,6.463152,6.3801635,6.4905995,6.347733,6.58965,6.4847735,6.3445425,6.383996,6.5111245,6.4913795,6.2987915,6.38729,6.307362,6.307795,6.4133905,6.4168155,6.347193,6.596143,6.388168,6.5526855,6.714599,6.3219975,6.5236835,6.392901,6.259834,6.4764295,6.5564875,6.6537695,6.4963225,6.4018465,6.5444805,6.359411,6.382482,6.4712085,6.384916,6.469102,6.3048185
MFN2,8.761962,9.676691,8.905217,9.008743,9.15546,9.088785,8.810999,8.773591,9.551754,9.327126,8.907181,9.090431,9.133061,9.423452,8.705178,9.435509,9.996458,9.676462,9.168196,9.539861,9.008941,8.67975,9.499827,8.882097,9.556932,9.415992,9.295816,8.819576,9.806005,9.525875,8.817549,9.139876,9.093953,8.920563,9.213817,8.606809,9.507274,8.925291,9.192667,9.117269,8.866112,9.278676,8.64001,8.844888,8.983889,8.446978,9.017991,9.039701
LILRA6,4.5649305,4.5050985,4.5537795,4.5031435,4.5501325,4.49843,4.55627,4.5205695,4.5339815,4.44481,4.509208,4.4986835,4.5676895,4.542187,4.549745,4.537185,4.4248125,4.5025515,4.4705505,4.568799,4.426166,4.4633485,4.464104,4.4719145,4.5474235,4.4235195,4.448441,4.4978055,4.511328,4.4567555,4.531174,4.4964535,4.526926,4.4970735,4.4609575,4.478317,4.4760415,4.4890315,4.5404705,4.5085855,4.5071385,4.512407,4.4799895,4.530557,4.5187435,4.497894,4.5092425,4.474818
BRD9,7.489204,7.26099,7.280183,7.2458625,7.369621,7.069495,7.1774645,7.2783315,7.316845,7.0982315,7.2670325,7.297103,7.189112,7.2806855,7.2615775,7.4806955,7.24352,7.178153,7.39456,7.200101,7.1362605,7.19253,7.178489,7.2419115,7.3426635,7.321337,7.342484,7.393185,7.6869725,7.307471,7.2363835,7.132595,7.0325795,7.212076,7.2973335,7.248459,7.3806165,7.158778,7.5727225,7.430425,7.5100425,7.2631335,7.3163825,7.346327,7.362825,7.1800065,7.170441,7.30673
DERL3,5.290012,4.65982,4.806376,4.62452,4.646592,4.8384865,4.6183525,4.735352,4.5656285,4.6305425,4.6196455,4.8769705,4.6659355,4.7288705,4.8735255,4.684382,4.7538185,4.7044555,4.5409275,4.648767,4.6315065,4.7734005,4.6517745,4.6861985,4.601165,4.6580515,4.5958285,4.7806585,4.6805985,4.5820025,5.1094385,5.351086,4.699276,4.6399275,4.5873805,4.858422,4.7613775,4.564467,4.6983325,4.6505755,4.6678465,4.6549435,4.623231,4.640335,4.679747,5.1753085,4.8555985,4.784588
SELM,9.182761,11.511625,11.383499,11.50636,11.40791,11.156829,10.337243,10.786315,11.971248,10.962985,11.043585,9.757848,11.412954,11.497024,10.713531,11.518299,12.014017,11.777364,11.329281,11.947412,11.308942,11.305479,11.609926,11.201853,11.386355,11.355431,11.768213,11.491238,12.111468,11.352462,10.395634,10.093125,11.03586,11.29612,11.291909,10.605335,11.703683,11.622834,11.806659,11.679604,11.677704,11.687537,10.956609,10.649572,11.415858,10.88812,10.927684,11.187317
CTRB1,4.5077795,4.5745555,4.507161,4.479211,4.4678165,4.4433425,4.4977505,4.523819,4.47775,4.4602075,4.465508,4.4584445,4.4931955,4.4694505,4.561676,4.5506345,4.576135,4.4494915,4.5744035,4.4975435,4.448409,4.4636235,4.4787775,4.4740555,4.467152,4.5465135,4.5006035,4.459428,4.458246,4.467368,4.522028,4.4698685,4.463582,4.5304635,4.477906,4.4314945,4.4069295,4.5038455,4.531154,4.449119,4.430381,4.483808,4.4832455,4.497559,4.464433,4.632568,4.481447,4.501304
DCK,6.086361,6.2660555,6.167435,6.137599,6.3172075,6.128822,6.5647845,6.575603,6.1519655,6.6327615,6.757828,6.5676415,6.327646,6.135501,6.2935135,5.9239055,6.1939605,6.1216035,6.3069885,6.1030035,6.545278,6.3165175,6.138443,6.4456385,6.083407,6.2735015,6.083441,5.9860525,5.8812355,6.122727,6.057298,5.942434,6.654255,6.1647645,6.114665,6.1444195,6.225781,5.9400225,5.9813475,5.742214,6.1621125,6.2062955,6.121291,6.389135,6.457431,6.1630375,6.248433,6.2612785
FOXI1,4.643105,4.5254725,4.5300745,4.5161,4.5027665,4.5653735,4.5656455,4.5935975,4.5827655,4.5885475,4.503555,4.566405,4.536343,4.5948365,4.485351,4.4966985,4.548125,4.524655,4.502013,4.534633,4.555373,4.499591,4.5665875,4.5760095,4.511391,4.5685355,4.507395,4.563704,4.587914,4.549873,4.574827,4.5818705,4.5873585,4.5481985,4.6024115,4.570653,4.512886,4.518336,4.501566,4.5622255,4.5808385,4.6133675,4.5409315,4.5305455,4.57085,4.591919,4.569355,4.576653
ZFPM1,6.69505,8.065785,7.369195,8.033754,7.353879,6.768152,7.503177,7.309615,7.827314,7.781474,7.276625,7.708133,8.112601,8.081731,8.087207,7.710747,8.321062,8.615594,8.173858,7.974198,7.662414,7.655774,8.016859,7.445771,7.898083,8.063584,7.773082,7.883176,8.225954,7.960712,6.777388,6.542382,7.100703,7.69416,7.313778,7.0266,7.919072,8.468224,8.033186,5.134685,7.711328,7.728117,7.389602,7.170402,7.808681,6.583564,7.006416,6.74581
UTY,5.315965667,4.58711,4.563097333,4.512740667,4.593727333,4.555779,4.554583,4.594964667,4.596910667,4.551565,4.550225333,4.568526333,4.637573333,4.603989333,4.616607,4.520002667,4.486812667,4.586198667,4.555753,4.494455333,4.709897667,4.499582333,4.695919,4.558797667,4.514384,4.501493667,4.525159,4.608950333,4.556510333,4.539708,5.001971333,5.310063333,4.632768667,4.529095,4.564004667,4.788624667,4.614168667,4.553886333,4.595815333,4.587009333,4.588796333,4.581902333,4.514067333,4.475420667,4.510009667,4.813072667,4.591829667,4.578914
GPR32,4.546182,4.436414,4.653122,4.515026,4.43894,4.631777,4.527707,4.585141,4.482296,4.48936,4.49673,4.448589,4.490789,4.559054,4.506429,4.437134,4.441923,4.499561,4.456694,4.502805,4.572638,5.012412,4.509797,4.504895,4.534498,4.533045,4.452947,4.877793,4.470115,4.470471,4.663701,4.514892,5.093267,4.440792,4.539093,4.689519,4.514357,4.439775,4.425587,4.433202,4.433591,4.386237,4.477833,4.536423,4.475364,4.721702,4.564571,4.494852
KDM2B,6.569513,6.195283,6.335396333,6.163157667,6.210154333,6.348049,6.405171667,6.441528333,6.136073667,6.341160667,6.281327333,6.456963667,6.328487333,6.394849333,6.377948,6.216659,5.941660333,6.115017333,6.095351333,6.095476333,6.22483,6.294479,6.287117667,6.283088333,6.094006,6.256709333,6.024470333,6.148672667,5.857439,6.158674667,6.429095333,6.550168667,6.325544667,6.169105333,6.189682333,6.395584333,6.309936333,6.171575667,6.192258333,6.012843667,6.153236333,6.151867,6.127987667,6.240720333,6.261720333,6.338956,6.338678667,6.242865333
ALOX5,6.698534,6.522326667,6.605281667,6.576350667,6.581919667,6.689770333,7.248463667,6.938062333,6.540945333,7.372537333,7.042279333,7.379434333,6.822946,6.746429333,7.187196667,6.474532667,6.391804333,6.377623,6.186553,6.368103,6.752025333,6.589758,6.523761,6.779886,6.628948667,6.223652667,6.375275333,6.409675,6.045323,6.360334667,6.897138,6.364534667,7.099872,6.809920333,6.492953,6.875466667,6.218925333,6.394828667,6.276589667,6.324853333,6.432206333,6.543328667,6.804573,6.544608,6.87134,6.692442333,7.169892333,6.381489333
MMP17,4.485221,4.534555,4.468676333,4.496132667,4.532489667,4.484314667,4.478568,4.497543333,4.536565667,4.504033333,4.491477667,4.483486667,4.507984667,4.504219333,4.519415667,4.478139333,4.536130667,4.465754667,4.433132,4.503081333,4.461621667,4.458711,4.612083333,4.537818333,4.508911667,4.487557667,4.539905667,4.47986,4.504382333,4.507809,4.524473667,4.490456667,4.535944667,4.533312333,4.546532667,4.491434667,4.540842,4.527594,4.514192,4.514834333,4.496968,4.504977333,4.518380333,4.532167667,4.467919667,4.492595333,4.442912333,4.471925333
CYP26A1,5.71987475,5.411137,6.45110775,5.691066,6.0837325,5.786094,5.8924045,5.932527,4.84095325,4.940252,5.38753425,5.77120675,6.286774,5.801903,5.110999,5.47001375,4.9901625,5.02078525,4.9115,4.99156,5.88609575,7.12366,6.75345375,4.893753,5.0495975,5.84499075,4.6678225,5.4624555,4.8533565,4.862353,5.66128725,5.9367475,5.9036185,5.570786,5.05360225,6.03798525,6.308014,5.60937825,4.90395475,4.65044925,5.3075025,7.033978,5.66552225,5.33194175,5.43135875,6.17564975,5.846526,5.8781035
WNT2B,6.9474295,5.277724,5.4219505,5.5363725,5.727483,5.6551855,5.1626755,5.2775385,5.441487,5.2664055,5.1955685,5.147614,5.531009,6.436744,5.5933255,5.729502,5.3520365,6.964018,6.2061145,5.51332,5.1141655,5.378674,5.2324125,5.1930035,7.2067275,6.950698,5.36016,5.457037,5.312483,6.8082865,5.670774,6.124199,5.162637,5.6346725,5.263981,5.237145,7.2075905,5.6353665,5.274056,5.32689,5.5868935,5.3254055,5.5936455,5.572305,5.1977495,5.4057855,5.3320365,6.5728655
HIST1H2BD,6.723962333,8.027435333,7.615882333,7.787399333,7.600393667,7.575235,7.479746,7.494552333,7.116208333,7.586873,7.907048,7.255556,7.210371333,7.353082,7.495312,7.456862333,7.950337,6.924336333,7.188369333,8.143872333,7.459613333,7.559831667,7.650343333,7.865029,7.071778333,6.793798333,7.726612333,7.101803667,7.641036,7.104049333,7.48667,7.607002333,7.855471333,7.390278333,7.785322333,7.351587667,6.682115667,7.459384,7.507271667,7.768582667,7.738161,7.577524667,7.262608667,7.267842333,7.424169333,7.665354,7.345583,7.005672667
GADD45G,11.628008,11.03262,9.206393,9.767618,10.815216,11.560464,9.765272,9.957519,11.43299,11.260049,10.399469,10.082086,9.755501,9.5178,9.17883,11.369911,10.784415,8.659508,10.225501,10.161011,9.513225,9.464017,10.866368,10.640049,8.290056,8.304711,9.82302,9.623206,10.666582,9.855137,11.239127,11.768213,9.534197,9.613259,10.545761,9.831851,7.743626,11.209679,10.103216,10.014534,10.376516,9.967907,9.731485,9.143505,10.216149,10.277096,9.811354,10.397826
