symbol,GSM1480043,GSM1480044,GSM1480045,GSM1480046,GSM1480047,GSM1480048,GSM1480049,GSM1480050,GSM1480051,GSM1480052,GSM1480053,GSM1480054,GSM1480055,GSM1480056,GSM1480057,GSM1480058,GSM1480059,GSM1480060,GSM1480061,GSM1480062,GSM1480063,GSM1480064,GSM1480065,GSM1480066,GSM1480067,GSM1480068,GSM1480069,GSM1480070,GSM1480071,GSM1480072,GSM1480073,GSM1480074,GSM1480075,GSM1480076,GSM1480077,GSM1480078,GSM1480079,GSM1480080,GSM1480081,GSM1480082,GSM1480083,GSM1480084,GSM1480085,GSM1480086,GSM1480087,GSM1480088,GSM1480089,GSM1480090
TNFSF12,6.170827,6.6427745,6.629624,6.661814,6.655383,6.48057,6.9285055,6.925699,6.7608115,6.745188,6.8260725,7.208182,6.9886205,6.8218325,6.902789,6.8095035,6.781204,7.0269865,6.974851,6.58749,6.869821,6.8119245,6.7334425,6.7150165,7.03901,7.0467355,6.6321245,6.7808775,6.659035,7.147544,6.330503,6.112835,6.6959555,6.79456,6.684682,6.7780155,7.0133395,6.732261,6.9708415,6.698491,6.6499125,6.701944,6.7260905,6.77821,6.858133,6.437,6.7240765,6.6314275
KIAA0753,6.51732,6.10756,5.761638,6.340549,5.989368,5.351517,6.268341,6.108867,6.507013,5.940365,5.633603,6.172129,6.095479,6.103107,5.938994,6.425105,6.274585,5.721497,6.038914,6.55356,6.059249,5.699985,6.219525,5.417076,6.19762,6.200606,6.11794,6.010198,6.231675,6.456452,5.962462,6.239194,5.554303,6.135831,5.962462,6.158666,6.498944,6.192492,6.130779,5.398801,6.284548,5.847161,5.973839,6.055254,5.735507,5.793499,5.945299,5.959785
VSX1,4.49566525,4.48367025,4.46576325,4.4904045,4.44628125,4.4724555,4.4529945,4.4645785,4.4840435,4.49890025,4.45315325,4.43561475,4.467724,4.50543825,4.5220045,4.47388025,4.502087,4.505304,4.47288575,4.47551425,4.4678945,4.47090375,4.4804145,4.473546,4.4671005,4.44534125,4.463113,4.478401,4.47857,4.4679335,4.5076445,4.51194975,4.491186,4.454607,4.5005615,4.48601025,4.477849,4.46826475,4.47456175,4.4828105,4.48132475,4.455653,4.46488625,4.4678205,4.51443,4.4325645,4.42255675,4.4496405
SLCO1A2,4.570127,4.659698,4.575854333,4.593188667,4.537338,4.587595667,4.639593333,4.559292667,4.742149,4.510232,4.669470333,4.488236333,4.625197333,4.639127667,4.528384333,4.576291667,4.598374,4.786511667,4.585112667,4.688140667,4.531055333,4.534392,4.782564,4.633358,4.560313,4.548736,4.539492333,4.512433,4.580408,4.590150667,4.514117,4.579741,4.566182333,4.603076,4.563695667,4.546272,4.601659,4.608362667,4.591149333,4.586840333,4.525030333,4.598808667,4.636753,4.565668,4.657157333,4.553926,4.514217,4.583380667
RIPK4,6.599644,5.761942,5.619907,5.541803,5.460191,5.862708,5.375481,5.44918,5.285303,5.788617,5.531589,5.146482,5.507821,5.467805,5.086718,6.06051,5.746339,5.842378,5.761306,5.185386,5.570635,5.728391,5.722122,5.891846,5.249425,5.357873,5.873435,5.754204,5.238429,5.498013,5.852527,6.229093,5.640405,5.137001,5.790572,5.915438,5.222832,5.796717,5.400754,6.36941,5.554685,5.619785,5.646609,5.569474,5.066129,5.594003,5.327896,5.54851
SLC7A13,4.402576,4.390022,4.4138,4.396041,4.364214,4.420024,4.402803,4.41666,4.360839,4.408885,4.418667,4.434876,4.382389,4.448198,4.433377,4.395694,4.413999,4.449917,4.379588,4.391027,4.419752,4.417314,4.360065,4.364325,4.415669,4.415034,4.385545,4.372368,4.387411,4.373052,4.418193,4.499304,4.397857,4.388744,4.455244,4.455588,4.396412,4.419415,4.40862,4.383738,4.407349,4.450068,4.363036,4.408292,4.4098,4.400457,4.420024,4.405083
FAM65A,10.932379,10.554165,10.621006,10.424089,10.736826,10.464646,10.724288,10.82401,10.483534,10.596908,10.826997,10.355309,10.545761,10.719135,10.530341,10.868118,10.555615,10.914443,10.527322,10.16162,10.652679,10.438458,10.310215,10.916168,10.572139,10.611584,10.223227,10.422603,10.312838,10.722706,10.466688,9.840535,10.515849,10.336529,10.554866,10.759267,10.274385,10.408321,10.419523,10.069964,10.800114,10.352011,10.407679,10.497373,10.419523,10.26466,10.549461,10.62998
LAMB3,4.970149333,5.889234333,5.873647333,5.701122667,5.622953667,5.468893333,5.565682667,5.618263333,5.442292333,5.239449333,5.438863333,5.059014667,5.479634,5.359933,5.518719333,5.74309,5.42446,5.577750333,6.062048,5.41882,6.10198,5.945497333,5.984605333,5.93788,5.246637667,5.229352667,6.149106333,6.015353333,5.318786333,5.806544667,5.186615667,5.307421,5.272159,5.399679,6.140126,6.222161,4.949354333,5.851554,5.82531,6.148862,5.495219667,6.099258333,5.945348333,6.004828667,5.70732,5.586541333,5.787777,5.406001333
B3GNT6,4.618817,4.646742,4.761785,4.633054,4.75834,4.576722,4.602827,4.589537,4.628024,5.068335,4.708343,4.693833,4.579601,4.535249,4.439049,4.566325,4.954309,4.869226,4.673092,4.563471,4.816799,4.631074,4.596936,4.609384,4.885706,4.81128,4.575344,4.532022,4.555113,4.704629,4.776329,4.659959,4.642709,4.723354,4.612934,4.626458,4.579036,4.840005,4.726205,4.871835,4.623883,4.592222,4.754889,4.671932,4.49827,4.552088,4.662749,4.481432
POP7,7.965602,8.109192,8.048213,7.920673,8.029216,7.990752,7.79849,7.932834,8.112058,7.952521,7.830771,7.956374,8.048655,7.984826,7.899072,8.241862,8.408925,8.600008,8.075037,8.192507,8.108572,7.727287,8.259202,8.101941,8.005786,7.834199,8.112796,8.209492,8.397682,7.759303,7.95658,8.257583,8.246046,7.777993,8.028037,7.534657,7.716396,7.739349,7.679639,7.956955,8.041863,8.114511,7.695037,7.721909,7.949156,8.0054,7.501868,7.912463
HEMGN,5.312346,4.450057,4.813919667,4.87814,4.639552333,6.132475667,5.948345667,6.200609333,4.677119667,6.878064,7.377010667,6.119722,5.387008,4.883155333,6.100790333,4.565341667,4.622588667,4.580125667,4.519111667,5.076746,5.983731,4.552941,4.726162667,4.462713667,5.790184,4.476952667,4.565150333,4.900087,4.455276333,4.487518333,6.080022333,4.947531333,8.395122,4.591596333,4.485081,4.730914667,4.518568667,4.601307,4.673030667,4.467728667,4.618158,4.517010667,4.871338667,4.646156,4.600835667,5.809758667,5.406792667,4.583098333
C11orf45,5.444672,4.571574,5.358659,4.845688,5.160646,4.766875,4.881246,5.261892,4.944235,4.88993,5.327092,5.249425,5.491556,5.441502,5.17029,5.030749,4.839477,5.094237,4.739679,4.602827,4.898599,5.190515,5.04842,4.884443,4.993479,5.02452,4.839647,4.847756,4.724214,5.193582,4.966834,5.073792,5.203611,5.19587,4.799696,4.974253,4.908626,4.711512,4.770028,4.898969,4.775787,5.079404,4.862523,4.9248,5.311463,5.106335,4.812155,5.290621
SLC35C1,7.435546,8.331303,8.398159,8.066368,7.864126,7.833652,7.375923,7.938359,7.91696,7.337452,7.818593,7.087327,7.987262,8.295581,7.563027,8.103548,9.190794,8.009949,8.657957,8.819935,7.850445,7.876975,8.23677,8.204722,7.638403,7.501868,8.326709,8.118934,8.601762,7.51536,7.201692,7.51697,7.715273,8.405082,8.214985,7.195348,7.40141,8.267965,8.394242,8.407966,8.869747,7.885338,8.027121,7.653253,8.251096,7.432991,7.905003,7.457558
COL4A3BP,6.402259,8.2124725,7.054681,7.375493,7.805826,7.238639,7.3463065,7.617489,7.974455,7.3002795,6.834791,7.3769855,7.4414305,7.6008555,7.179882,7.467958,7.5999035,7.8272495,7.5722585,8.208774,6.952216,7.509998,7.793207,7.4353975,7.2186035,7.653013,7.509699,7.175689,7.8726315,8.093674,6.3202295,5.885656,6.6678145,7.5411445,7.5668935,7.231546,8.1735105,8.420018,7.6320095,7.48439,7.4581035,7.5966495,7.5242845,7.3864945,7.520365,6.5217405,7.6522835,7.5138485
ADIRF,10.110844,9.670541,9.763782,9.411109,9.775846,9.954335,9.948999,9.196709,10.412653,9.761488,9.647158,9.802432,9.382673,9.673051,9.599529,10.471361,9.8051,11.273642,10.26466,9.645005,8.909664,8.851091,9.776381,9.654639,10.041142,10.079801,9.740409,9.767194,10.258772,10.651257,10.238034,10.144615,9.023652,8.995687,9.659274,9.669423,10.072509,9.398788,9.65368,9.198813,9.550161,8.961627,8.938329,9.642995,9.056225,9.074932,9.35201,9.804779
AHDC1,6.527423,7.097206,5.846457,6.198459,5.72638,5.891947,5.602089,5.679239,7.146989,6.132558,5.597525,5.763795,6.543413,7.312143,6.111999,7.355477,6.942168,7.20063,6.390916,7.423131,6.093323,6.145161,6.859168,5.573994,6.552504,6.533681,6.613171,6.086683,7.583394,6.41934,5.574057,5.67064,5.081542,5.492773,5.967393,5.720101,6.386414,6.895975,6.775633,7.005738,6.352479,6.608373,5.689851,5.816279,5.838551,5.32616,5.347152,5.629857
NSUN2,10.503362,9.605085,9.673051,9.572707,9.603483,9.732358,9.76353,9.686894,9.463481,9.588989,9.403149,9.864811,9.593851,9.85354,9.773714,9.590887,9.673947,9.487429,9.538427,9.450676,9.631887,9.725717,9.846156,9.525875,10.10044,9.894625,9.611816,9.870348,9.617027,9.970477,10.025978,9.903167,9.319361,9.831015,9.591128,9.792542,10.042414,9.796619,9.811058,9.707474,9.763298,9.686894,9.745362,9.736444,9.507699,9.619566,9.69098,9.743
DYM,8.28477,9.059107,8.88781,8.889788,8.844888,8.715589,8.985894,8.944958,9.065819,8.78228,8.698667,8.974793,9.057655,8.662675,8.73312,8.731965,8.857293,9.366809,9.131792,8.912452,9.001425,9.029755,9.115165,8.939101,9.402054,9.402279,9.101329,9.047603,8.90694,9.305363,8.494121,8.679083,8.665675,8.913995,8.895928,8.82879,9.384459,9.198296,8.818355,8.864985,8.976891,8.97946,9.103478,9.037489,8.87992,8.991119,8.855594,8.986114
CADM1,9.891223,6.759204,7.693398,8.239875,7.712324,7.721239,8.422458,7.265641,6.171462,7.351433,7.390793,6.997023,7.616822,6.930906,7.54186,7.900318,6.658177,8.365783,8.945528,6.584441,6.548512,7.449232,6.679123,8.303579,6.598528,6.87508,7.715931,8.012885,5.681404,8.228065,8.803605,8.476032,6.161587,7.826758,8.092711,7.553139,6.740226,8.427874,7.582673,7.544302,7.726457,7.234714,7.776115,8.426787,7.58402,7.924749,7.335034,7.473263
CARM1,10.9171,10.296718,10.769488,10.511524,10.452385,10.762813,10.928788,11.005333,10.567673,10.606174,10.761012,10.735973,10.512481,10.977332,10.979266,10.643512,10.070685,11.070578,10.654915,10.167504,10.618557,10.635646,10.505088,10.705548,11.119169,10.971443,10.489281,10.787132,9.965584,10.788978,10.709635,10.247733,11.573556,10.498697,10.495274,10.905329,10.768413,10.531326,10.467037,10.453195,10.420236,10.427494,10.549078,10.829977,10.572139,10.863179,10.604439,10.752166
MAFF,7.487026333,7.040483667,7.013718667,6.90805,6.741712333,7.678205667,7.402365,7.201414,6.955254333,7.899504,6.836972667,8.471178667,6.922866667,7.000779333,7.354055,7.120628333,7.173170333,7.340897333,6.809827,7.012545667,7.2759,7.054954,7.032069,6.810634,6.969541,6.699718,7.103740333,7.041931,6.499047,6.884096,8.168226333,8.921467,6.884725667,6.746969333,6.824349667,7.265847,7.02924,7.344251667,6.962707667,6.765177,6.991290667,6.991496333,7.037478,6.946918667,6.723011667,7.779055,7.047964333,7.159783333
HLA-DQA2,4.743649,4.600247,4.616011,4.775819,4.726984,4.592856,4.760161,4.776197,4.817258,4.743057,4.769167,4.669901,4.639653,4.768894,4.900008,4.855213,4.721962,4.981772,4.73209,4.665958,4.756966,4.809005,4.692669,4.761715,4.745152,4.707337,4.743057,4.761616,4.799318,4.719271,4.73723,4.828618,4.681319,4.757334,4.695459,4.636914,4.675191,4.642301,4.691068,4.717798,4.698722,4.612821,4.750049,4.807548,4.719094,4.896,4.738017,4.656955
SART1,5.255091,4.538833,4.611696,4.630931,4.730257,4.652501,4.798385,4.773143,4.597714,4.932303,4.578113,5.185231,4.65449,4.647557,4.932682,4.776907,4.760096,4.837693,4.635896,4.659226,4.784858,4.682057,4.827179,4.645878,4.752105,4.808516,4.740303,4.698632,4.479914,4.91938,4.993479,4.913326,4.653389,4.641154,5.536965,4.631804,4.811522,4.742634,4.744434,4.665958,4.686769,4.602827,4.846331,4.693283,4.589854,4.899529,4.821737,4.798554
MTERF2,4.541155,4.6203845,4.57286,4.6787395,4.593279,4.5198895,4.539257,4.562589,4.566545,4.4834095,4.5971355,4.5447825,4.59714,4.6273255,4.540675,4.5197485,4.655245,4.615163,4.556848,4.6562355,4.5472235,4.6231925,4.5991215,4.7297815,4.619092,4.645172,4.6735535,4.585469,4.7001215,4.668438,4.5621245,4.53816,4.5249695,4.611095,4.508999,4.550006,4.6357005,4.600967,4.578164,4.60493,4.6381595,4.613683,4.6333085,4.6252975,4.610316,4.5625965,4.5978425,4.548606
MAP1B,5.420731,8.087019,6.170711,7.415246,7.855898,8.192625,7.15077,7.514629,7.426908,7.225686,7.816795,5.171486,6.618059,6.727519,5.757703,5.877606,7.428148,8.790167,7.822555,7.960133,7.536423,7.189101,7.844808,8.255686,8.832408,8.030338,7.32459,7.26731,8.334607,8.086383,5.988067,5.788617,7.413995,7.821413,7.479803,6.817939,8.965675,7.971242,7.354963,7.720042,8.382551,7.58326,8.217456,7.099399,7.74591,7.528403,7.279569,7.792829
HYPM,4.574603,4.566978,4.586865,4.657753,4.626963,4.601916,4.551402,4.684676,4.5927,4.690205,4.59699,4.600192,4.643566,4.50516,4.579757,4.650231,4.60987,4.571574,4.569498,4.695519,4.583794,4.548596,4.58239,4.573447,4.585561,4.5469,4.61129,4.671523,4.715773,4.630757,4.505027,4.576365,4.711734,4.557522,4.708055,4.738598,4.628592,4.574012,4.693407,4.689795,4.761751,4.704503,4.622322,4.575954,4.693283,4.644193,4.635726,4.686884
MFF,6.533029,7.984263,7.899045,6.832871,7.7187985,7.465988,7.817906,6.631683,6.6421965,6.3612055,6.552685,7.0135815,6.181892,7.378873,6.264655,6.2840795,6.4090885,7.806119,6.4411655,6.774234,7.3968785,6.4803715,6.90402,8.002574,8.0403325,8.029124,7.739389,7.7684705,8.11912,7.878791,6.7013255,6.5940475,7.876302,8.1245145,6.856018,6.7293165,8.115331,6.4651415,6.579586,6.2896875,8.1136455,7.733169,7.888123,6.668696,7.6782585,6.5183875,8.076237,6.7065755
SPACA7,4.449428,4.488773,4.503548,4.576207,4.514914,4.599613,4.479364,4.492432,4.656022,4.613316,4.475929,4.479955,4.573577,4.488308,4.435411,4.49767,4.589455,4.55014,4.496515,4.602827,4.449281,4.453042,4.537845,4.612163,4.59535,4.540871,4.435643,4.545101,4.4405,4.509224,4.627967,4.478736,4.443574,4.512839,4.615734,4.525891,4.596668,4.501421,4.534829,4.561331,4.604769,4.597473,4.479344,4.492389,4.529093,4.619268,4.499088,4.499604
SNORD18B,4.42458,4.441741,4.480858,4.485602,4.476252,4.444234,4.556052,4.46085,4.513998,4.472669,4.445526,4.464943,4.455435,4.434236,4.537039,4.48324,4.53109,4.455168,4.430617,4.502805,4.421387,4.428091,4.444342,4.46244,4.491423,4.482008,4.422103,4.499496,4.457153,4.478776,4.473232,4.545125,4.44586,4.437496,4.466671,4.486181,4.449391,4.408292,4.510614,4.471151,4.455511,4.564519,4.532817,4.452514,4.475364,4.451569,4.444563,4.499604
APOBEC3A,4.861948,4.549169,4.543112,5.613535,4.937545,5.405755,5.686274,5.117982,5.831604,7.209328,5.967466,7.805829,5.269272,4.866306,6.696789,4.797588,4.624528,4.463144,4.441485,4.927282,5.187386,4.580268,4.759357,4.496451,4.913326,4.45255,4.459459,4.655904,4.426974,4.470471,6.925266,4.659959,7.285139,6.128461,4.578317,5.499952,4.406427,4.673745,4.630445,4.436593,4.483988,4.505204,4.890412,4.59535,5.305052,5.145615,7.146629,4.531511
PAXIP1,8.802973,7.337368,7.891896,7.489511,7.562224,7.911814,7.773288,7.815728,7.275326,7.519011,7.517306,7.788118,7.61093,7.717817,7.757006,7.362032,7.0266,7.179616,7.311386,6.968855,7.541578,7.80998,7.705212,7.578598,7.499968,8.007206,7.303026,7.683855,7.147753,7.65084,8.277843,8.556353,7.51282,7.279259,7.532857,7.84282,7.625843,7.184924,7.099399,7.110121,7.404944,7.433913,7.716081,7.657651,7.368685,8.185194,7.462738,8.026522
LAPTM4B,8.67796,9.178531,9.7456285,9.9333825,9.765731,8.794468,9.452859,9.3762565,9.3153305,8.891113,9.528148,8.199816,9.402951,9.147843,9.047668,9.545695,9.4647985,9.8904515,10.736617,9.261711,9.421319,9.6326315,9.156272,9.993892,9.9056815,9.761586,10.288595,10.2768965,9.1129065,10.057959,8.7809695,8.530977,8.90539,9.57992,10.0781355,9.3048025,9.820807,9.9202625,9.836984,10.059304,9.589381,9.5951475,10.030448,10.3698845,9.6143305,9.4148675,9.4587745,9.5709225
GEN1,4.7780555,4.698319,4.647682,4.7821275,4.70384,4.549952,4.635108,4.5823665,4.558702,4.5357385,4.7017815,4.71436,4.5592885,4.6270485,4.671867,4.814114,4.6142905,4.6188055,4.7082555,5.066472,4.5956365,4.6978355,4.697875,4.586389,4.702563,4.767848,4.83073,4.6506045,5.024907,4.821671,4.849531,4.8121695,4.874759,4.937454,4.817518,4.5806045,5.2592455,4.5817565,4.820373,4.761794,4.829476,4.7069245,4.810352,4.6747835,4.868087,4.7105515,4.7243665,4.8010755
PNPLA8,7.3109205,7.6940745,7.4333385,7.774505,7.454652,7.2354305,6.732394,6.9869545,7.5495245,7.1647325,7.118633,6.831565,7.011482,6.9466015,6.90762,7.5558705,7.39578,6.9438655,7.3826785,7.803131,7.1465275,7.236654,7.2253065,7.3766705,7.1186375,7.102184,7.5605015,7.331483,7.8529445,7.3677205,7.725113,7.9921505,7.4816995,7.7719765,7.801962,7.4543395,7.3433945,7.0530305,7.4268225,7.358797,7.540993,7.446367,7.612413,7.1337115,7.3603495,7.38584,7.196038,7.5656155
OR2L2,4.495743,4.427915,4.418176,4.499003,4.450931,4.424962,4.376751,4.480532,4.446561,4.486933,4.390298,4.432989,4.447082,4.588333,4.41671,4.454142,4.397098,4.506779,4.464805,4.418328,4.402126,4.48324,4.453004,4.436414,4.426347,4.400854,4.443501,4.461394,4.574629,4.418193,4.423375,4.436919,4.437858,4.416744,4.431816,4.38999,4.428754,4.386326,4.391428,4.477026,4.448048,4.431886,4.369042,4.450669,4.529093,4.394654,4.402191,4.393926
METTL21B,6.3907335,6.8993515,6.8571825,6.653625,6.655604,6.545065,6.483247,6.764148,6.7149285,6.5957955,6.623826,6.472679,6.8233035,6.8808255,6.66094,6.9733995,6.770213,6.7419685,6.883708,6.5477035,6.9094945,6.8468245,6.898687,6.5198535,6.995888,6.817696,6.740308,6.9757415,6.509387,6.8841415,6.386981,6.345667,6.4347395,6.9995465,6.7055595,6.805452,6.7992295,7.0695305,6.716167,6.8462595,6.5391725,6.958096,6.8260285,6.884684,6.6821305,6.5410765,6.496464,6.892376
NUDT9,6.413362333,7.347477667,6.764924333,7.092738,7.274093,7.19552,6.754353667,6.820462667,7.028118667,6.693528333,7.092663667,6.151931,7.016542333,6.733278667,6.468743,6.69653,7.338973,7.076130333,7.079474333,7.173202,7.135560333,7.349623,7.021966,7.332746667,7.077581333,6.945328,7.080338,6.852735333,7.262041333,6.889720333,6.849959333,6.897850333,7.17747,6.939236,7.224378333,6.943759333,6.979119,7.005081667,6.959700667,6.911998333,7.383615,7.063047333,7.052485333,6.814075,7.118094,7.138597667,6.815737,7.114498667
MYOCD,4.857047,4.9952055,4.958029,4.783898,5.0232455,4.7099145,5.3155045,5.0711755,4.903333,4.9120585,4.8845585,5.123841,5.3391455,5.696931,4.8079575,4.800355,4.8254205,6.937192,5.797969,4.9569545,5.0434885,4.8706365,4.991291,5.0427755,6.7677915,6.3802575,5.195081,5.110236,4.786251,6.3445735,4.736891,5.2102455,4.812196,5.3634745,5.5336385,4.873114,6.1923335,5.4316575,5.034497,5.0098695,5.0939665,4.816632,5.0112795,5.2777845,4.841504,4.8977645,4.941546,6.0298905
USP49,11.68124,10.137759,10.613382,10.573791,10.773014,10.407097,10.375487,10.355309,10.798095,10.471709,9.912103,11.160362,10.305323,11.105586,10.961876,10.911879,9.958552,9.949683,10.257073,10.519785,9.835931,10.110844,10.122571,10.037738,10.616339,10.677477,10.221775,10.132435,10.741414,11.126621,11.205648,10.845346,10.232858,10.922369,10.379098,11.000483,10.524717,10.753171,10.993877,11.009922,9.913571,10.018095,10.483184,10.794688,10.515849,10.650464,11.162567,10.337243
ZNF681,4.632881,4.624724,4.7468835,4.8681355,4.6499105,4.596519,4.602662,4.617507,4.588218,4.544213,4.71953,4.573113,4.7406555,4.7273225,4.5364255,4.679486,4.555627,4.522535,4.692025,4.6566935,4.5315925,4.5796445,4.708408,4.742678,4.7424815,4.812583,4.816382,4.8295335,4.7640425,4.813413,4.8295485,4.626924,4.7032335,4.9632175,4.847313,4.7175875,4.9296965,4.6845435,4.8380995,4.680269,4.8567325,4.797761,4.931849,4.7932625,4.864576,4.685569,4.713404,4.77425
BCAN,4.899625333,4.856264333,4.830324667,4.764437667,4.751191667,4.920950333,4.953671667,4.898555333,4.924549667,4.991572333,4.913771,4.990698667,4.955436667,4.957483,4.905023,4.912508667,5.020103,4.823795667,4.857124333,4.945717333,4.954364333,4.887882333,4.887386667,4.952215,4.843507333,4.692559,4.778634333,4.847321,4.907573333,4.852152,4.882137,4.941315667,4.914020333,4.81498,4.888619,4.867936,4.879329667,4.799376667,4.805479,4.712867,4.905895667,4.903402667,4.761974667,4.719538333,4.800099667,4.755769667,4.907943667,4.902985667
ABCG8,4.488101,4.505071,4.50198,4.543258,4.453971,4.51044,4.481759,4.505027,4.549701,4.511324,4.420262,4.492389,4.61118,4.516555,4.585926,4.563375,4.553991,4.569223,4.505424,4.484688,4.533471,4.548596,4.608397,4.556052,4.418499,4.423065,4.533941,4.427915,4.523646,4.482254,4.603016,4.506035,4.46182,4.501765,4.457077,4.523485,4.475164,4.505293,4.522846,4.533661,4.507219,4.41826,4.480776,4.534217,4.504851,4.56417,4.43746,4.490279
STX4,9.684916,9.447474,9.347219,9.339334,9.242459,9.364262,9.637337,9.511338,9.578783,9.58585,9.457449,9.721551,9.468568,9.509618,9.630892,9.718777,9.44846,9.832524,9.28649,9.344196,9.434558,9.431854,9.436589,9.462983,9.640632,9.481639,9.437669,9.500493,9.426273,9.32219,9.279731,9.807109,9.334463,9.522898,9.393341,9.410415,9.208998,9.473308,9.402936,9.357437,9.434558,9.532875,9.484948,9.222241,9.352707,9.259502,9.400461,9.184172
TXN,11.0591145,13.27182,12.9496665,13.0241215,12.7666515,12.7596285,12.6257235,12.8529185,12.675586,12.185666,12.8919705,11.7280705,12.931398,12.4966735,12.3051615,12.555948,13.1191425,12.9407945,13.005133,13.1068195,12.964273,13.1436515,12.8696295,12.945056,12.574366,12.452884,13.0692235,12.7759785,13.007866,12.55404,12.024672,12.0139405,12.8805405,13.141148,12.879728,12.9172645,12.7177335,12.995259,13.17784,13.154829,12.940972,13.083874,13.213657,12.757473,13.5351105,12.3480975,12.784811,12.6835235
CDKL5,4.544389667,4.463819,4.454605,4.491745333,4.468135,4.470104667,4.488081667,4.466510667,4.471614667,4.464391,4.478614667,4.485709667,4.480827333,4.433618,4.459213,4.509603,4.521959667,4.471907,4.512958667,4.462636,4.477314667,4.473573333,4.484322,4.488628,4.484817667,4.529801,4.462776667,4.453902,4.474079333,4.494195667,4.487927,4.477432,4.513372,4.520348,4.520007667,4.492109333,4.497945,4.510164333,4.505414667,4.495448333,4.487060333,4.489779,4.461333667,4.501773,4.486306333,4.469522333,4.467244,4.468432333
GBX2,5.015658,5.172098,4.954975,5.049579,4.978211,5.037121,5.052576,4.962573,5.036608,5.228965,5.093943,5.65493,5.286104,5.169364,5.217592,5.193283,5.083106,4.948617,5.018804,5.063672,5.171486,5.156206,5.358837,4.884443,4.796355,4.955797,5.008507,5.088894,5.248478,4.808931,5.116379,5.112811,5.203611,4.906705,4.874495,5.047946,5.074213,5.130852,5.077382,5.215936,5.106453,4.9784,4.952934,5.183324,4.999172,5.190515,5.183324,5.020279
TACR1,4.5379085,4.60915975,4.55517925,4.5271915,4.5158645,4.52749425,4.55306425,4.50952875,4.56067325,4.542229,4.51455975,4.514016,4.4767715,4.56675275,4.49949575,4.53209975,4.5190605,4.60642325,4.47757375,4.55406075,4.603301,4.45437075,4.50158225,4.51954025,4.55299825,4.4853565,4.500106,4.48951075,4.5376895,4.52320325,4.5320385,4.49881525,4.5334815,4.5322465,4.54905225,4.52048425,4.5409415,4.57642025,4.50177825,4.51283675,4.6376095,4.52017775,4.562119,4.524399,4.479707,4.50200275,4.540941,4.54004825
PDGFRL,8.832625,8.534216,10.224828,8.99682,9.084639,10.371674,8.379765,9.099303,8.166564,7.967645,9.089058,8.618461,9.37787,9.362363,9.126123,8.243217,9.591872,7.991242,9.188979,8.390821,9.273105,10.649572,8.922627,9.597947,8.305476,9.575294,8.920116,9.821009,9.777316,9.287765,9.090431,9.795843,10.342646,8.996361,8.686725,9.349838,8.150031,7.928917,7.897894,8.681098,10.241335,9.239359,9.558296,9.064823,8.851091,11.040172,9.475091,9.879589
MYOM1,8.611684,5.52885,6.329192,6.237841,6.313142,6.926959,6.238836,5.463883,5.541321,7.300731,10.616339,7.609423,6.469399,7.159878,7.294656,6.275905,5.806651,7.384637,6.390916,6.313519,6.258049,7.193553,6.597489,6.000701,7.698905,7.773288,5.612095,5.91484,5.75103,7.815461,6.848827,7.922768,6.284587,6.581243,5.587142,6.407262,7.826884,6.492549,6.306891,5.91045,5.773653,5.903188,5.862398,6.004942,5.89599,6.75594,6.305638,7.176627
ZNF317,7.714129,8.444021,8.053087,7.990912,8.175496,8.088555,8.200585,8.148724,8.405246,8.368682,8.495042,8.168702,8.069661,8.40206,8.236974,8.542539,8.557857,8.150274,8.111025,8.387899,8.222864,7.952387,8.252043,8.162725,7.960133,7.794725,8.085034,7.94485,8.33497,8.368682,7.806782,7.774984,8.096735,8.142744,8.333079,7.84282,7.866227,8.131871,8.172551,8.544239,8.555802,8.195104,7.954631,7.953334,8.353017,7.67848,7.938359,7.965133
NBPF3,5.938646,5.4433918,5.6048228,5.3810202,5.5082304,5.66052,5.6132984,5.56063,5.5079348,5.3892708,5.382318,5.6722362,5.5864016,5.4601032,5.5664334,5.3092202,5.4897094,5.346125,5.5140924,5.4701594,5.6623898,5.6703886,5.4162066,5.2954382,5.6755842,5.815431,5.6037768,5.6453982,5.3219338,5.5619974,5.667639,5.9264146,5.7659522,5.4779508,5.5045066,5.485257,5.6264818,5.400566,5.3045832,5.535245,5.4647654,5.4970122,5.6378922,5.5826702,5.5460904,5.893767,5.5762308,5.8214916
RIBC2,4.478284,4.459305,4.463496,4.483737,4.47253,4.435233,4.426277,4.47291,4.464904,4.424822,4.406827,4.438757,4.434805,4.36673,4.443094,4.435429,4.410555,4.543591,4.441485,4.437063,4.461898,4.445896,4.417011,4.536992,4.419887,4.465295,4.521885,4.468328,4.521318,4.486307,4.461335,4.446227,4.427915,4.546565,4.455244,4.546998,4.471711,4.560239,4.455968,4.504983,4.604769,4.473712,4.409506,4.450669,4.454445,4.457077,4.484359,4.425551
NSF,6.7400292,7.2166978,7.2321622,7.55956,7.438031,7.384998,7.24741,7.4581166,7.1111422,7.0170984,7.6595524,6.9016574,7.0741202,6.8904766,6.969795,6.9159942,7.4890492,7.04349,7.4790898,7.4244764,7.2604996,7.452114,7.266194,7.7292918,7.3651246,7.1759316,7.5343884,7.2823864,7.6384418,7.182251,7.1467702,6.8953486,7.5641278,7.3772732,7.3458426,7.0521906,7.2489104,7.1355528,7.3861718,7.417076,7.7873416,7.5352784,7.4647652,7.3419306,7.5205546,7.317799,7.2737068,7.2216508
