"probes","moduleColor","GS.PE","p.GS.PE","MEblack","MEblack","MEmagenta","MEmagenta","MEyellow","MEyellow","MEblue","MEblue","MEpurple","MEpurple","MEturquoise","MEturquoise","MEpink","MEpink","MEbrown","MEbrown","MEgreen","MEgreen","MEgrey","MEgrey"
"VPS13D","black",-0.117093513215601,0.428013530911935,0.855418721222201,9.76125247464438e-15,0.750634657555701,8.06753843728247e-10,0.635885984074333,1.19435419951752e-06,0.15591775637368,0.289944155316591,0.239008000393845,0.101827933415074,-0.362624272449127,0.0113098886006365,0.0550486862940675,0.710177884585321,-0.575167934153386,1.9018523759701e-05,-0.580317710884205,1.53636379455164e-05,0.263315465741952,0.0705637611255819
"LIN37","black",-0.327372646530697,0.0231284703531377,0.610951512877075,3.99102809781246e-06,-0.011214929421368,0.939694770563801,0.322229670687541,0.0255112229136724,-0.281714462884415,0.0524021182393579,-0.258945729289523,0.0755372176783777,-0.108640783550741,0.462324509665622,0.488476396296115,0.000427606422564397,0.236941033049077,0.104913140844293,-0.230830484047429,0.114454072816037,0.509838084799136,0.000214354641282059
"ABLIM3","black",-0.385298595988518,0.00684384776562721,0.68760407158201,6.71006445960615e-08,0.418658497846511,0.00306198206791944,0.519745674960558,0.000153174318189806,-0.102690644204716,0.487339072972795,0.0853808958686169,0.563940299609188,-0.125426549668656,0.395638582518683,0.239018873371737,0.101811890862365,-0.308189851519721,0.0330814660730854,-0.507316956002546,0.00023311086553714,0.392193020081868,0.00583383466595411
"PRICKLE3","black",-0.25251534849596,0.0833544005871266,0.63925299648068,1.00643788496622e-06,0.0815586237519012,0.581579189826124,0.0933482251036505,0.527996060085926,0.131255297128293,0.373869512731918,-0.140369464310315,0.341302066892693,-0.0958484637398611,0.516953982900441,0.593495627929618,8.75021756497899e-06,0.0220331732825815,0.881834203985588,-0.2758912122856,0.0576873727370445,0.497259631048203,0.000323672355431588
"CCDC85B","black",-0.137661283557257,0.350790294789261,0.766440069596468,2.15780806018782e-10,0.633095236600237,1.37430096336041e-06,0.669170742789174,1.99768839247322e-07,-0.0474058959661322,0.748998568216673,0.096068740780427,0.515986724811925,-0.218332678798879,0.136005603393058,-0.113782381617732,0.441279937697815,-0.526245494195818,0.000122170966974201,-0.556858967303922,3.94803597195305e-05,0.274920596966688,0.0586085828605657
"CNNM1","black",-0.367188979696743,0.0102502259062385,0.665834529603204,2.41411662177563e-07,0.316829386304415,0.0282307780568647,0.457351607253622,0.00108267704341423,-0.1027662277751,0.487016950673398,-0.149125149140225,0.311726542414791,-0.0497865328809352,0.736835098136198,0.0195508003760331,0.895068160764899,-0.259134892605666,0.0753163416354068,-0.396734008877079,0.00524188511467436,0.425002722220417,0.00260329368724691
"STMN1","black",0.311588035437826,0.0310971213743075,-0.74214343660406,1.57485161472473e-09,-0.489291152102533,0.000416832718716276,-0.610194696324399,4.13323064594241e-06,0.0645783120826574,0.66278325036025,0.335055910742218,0.0199185510833788,0.0800362138020115,0.588673511632259,0.0417653724771764,0.778055046291362,0.461764279660215,0.000954085499187075,0.478348522107849,0.000584160004077169,-0.422806382597173,0.00275470343641497
"FIBP","black",-0.12468120635498,0.398474652687594,0.71624059747448,1.04250687672058e-08,0.663320468211253,2.77999926341303e-07,0.729879324777764,3.95846584214359e-09,-0.113382724485983,0.442896461389595,0.196054863662774,0.181710696624756,-0.209149706005068,0.153675287019885,-0.178060946680683,0.225961121080942,-0.563653796965169,3.02585974509102e-05,-0.568263545321783,2.51775401203092e-05,0.318829510109262,0.0271966441208871
"MAP2K2","black",-0.187329280156648,0.202321303546268,0.648038985504494,6.37516136003751e-07,0.121879001278651,0.409242601597231,0.0910762614815782,0.538129748447081,0.0907321122808917,0.539672952753056,-0.0754680163394612,0.610189208989373,0.17451876190936,0.235480015703466,0.39729742223259,0.00517223075055565,-0.275549959903097,0.0580099192270004,-0.325295972212869,0.0240670825470314,0.484458686601152,0.000484498661195269
"NACC1","black",-0.00600775664428183,0.96767368057474,0.637871685355187,1.07993023360047e-06,0.327597461704899,0.0230287280380031,0.154771022675795,0.293550160624881,0.334697098763949,0.0200596035299385,-0.124572922356254,0.398887661537432,-0.156412128217098,0.288398493266936,0.167225282333583,0.255934431951873,-0.1990480771396,0.175000240772096,-0.473074137846275,0.000684629694669595,0.274470672682171,0.05903959360912
"FAM72D","black",0.612652877713209,3.68772896094084e-06,-0.580025731515564,1.55521697110332e-05,-0.266548832526346,0.0670536911410013,-0.374781468786216,0.00867658314570794,0.0687185636030338,0.642579184296336,0.246624116314367,0.0910594638388148,-0.0534156716886282,0.718415560623053,0.135182692493069,0.359614370418048,0.298587270879903,0.0392620470530563,0.270043888731388,0.0634173230071408,-0.574962177877689,1.91799498361245e-05
"LSS","black",-0.231158757713359,0.11392529069976,0.794953384906634,1.5085761830671e-11,0.546501080625789,5.85765159470171e-05,0.745594985120146,1.20372579511898e-09,-0.148766842692934,0.312903773338337,-0.139520567032527,0.344258966486432,-0.442624719615917,0.00163141041879431,0.0396135041567819,0.78922211861056,-0.181221458216596,0.217694985108112,-0.44950273702539,0.00135015252834032,0.376033077192504,0.00843831984394689
