NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	MYLK	MYLK	8	0.4272156059741974	0.056638967	Yes	
row_1	PDLIM3	PDLIM3	31	0.3546312153339386	0.10286054	Yes	
row_2	ROR1	ROR1	34	0.34811243414878845	0.14924595	Yes	
row_3	ACTA1	ACTA1	128	0.26513373851776123	0.17984344	Yes	
row_4	PGM5	PGM5	156	0.24670182168483734	0.21139292	Yes	
row_5	SYNPO2	SYNPO2	172	0.2400248646736145	0.24267137	Yes	
row_6	PALLD	PALLD	228	0.21552219986915588	0.2686088	Yes	
row_7	PDLIM5	PDLIM5	239	0.2106301337480545	0.29622033	Yes	
row_8	DIAPH3	DIAPH3	251	0.20643094182014465	0.32321933	Yes	
row_9	SORBS1	SORBS1	267	0.20030154287815094	0.34919292	Yes	
row_10	TPM1	TPM1	347	0.179979607462883	0.36914253	Yes	
row_11	PPP1R12B	PPP1R12B	356	0.17824605107307434	0.39253274	Yes	
row_12	PDLIM4	PDLIM4	386	0.172476664185524	0.41406634	Yes	
row_13	TPM4	TPM4	394	0.1699414998292923	0.43639922	Yes	
row_14	LPP	LPP	400	0.16901063919067383	0.45871124	Yes	
row_15	FHL3	FHL3	426	0.1653575301170349	0.479501	Yes	
row_16	CALD1	CALD1	507	0.15059858560562134	0.49547517	Yes	
row_17	MYH7	MYH7	553	0.14356309175491333	0.51232	Yes	
row_18	MYL9	MYL9	578	0.14119356870651245	0.5299345	Yes	
row_19	FAM107A	FAM107A	588	0.14047351479530334	0.5482286	Yes	
row_20	FLNB	FLNB	598	0.13949410617351532	0.56639194	Yes	
row_21	PLS3	PLS3	672	0.13127844035625458	0.5801481	Yes	
row_22	ACTN1	ACTN1	869	0.11363060772418976	0.5851859	Yes	
row_23	PDLIM7	PDLIM7	947	0.1081918254494667	0.595652	Yes	
row_24	XIRP1	XIRP1	980	0.1060432493686676	0.6081585	Yes	
row_25	ACTA2	ACTA2	985	0.10574676096439362	0.6220737	Yes	
row_26	FBLIM1	FBLIM1	1011	0.10325251519680023	0.6345696	Yes	
row_27	AFAP1L1	AFAP1L1	1063	0.09945285320281982	0.64521337	Yes	
row_28	ILK	ILK	1212	0.09106341004371643	0.64971995	Yes	
row_29	FLNA	FLNA	1261	0.08888237178325653	0.65910727	Yes	
row_30	AFAP1	AFAP1	1378	0.08338197320699692	0.6642431	Yes	
row_31	PLS1	PLS1	1501	0.0788169875741005	0.66845894	Yes	
row_32	MYH10	MYH10	1648	0.0726061537861824	0.6706041	Yes	
row_33	PPP1R12A	PPP1R12A	1652	0.07248147577047348	0.6801285	Yes	
row_34	ACTN4	ACTN4	1749	0.06908950209617615	0.68439	Yes	
row_35	SHROOM4	SHROOM4	1755	0.0688895583152771	0.6933313	Yes	
row_36	TRIP6	TRIP6	1845	0.06600786745548248	0.6975433	Yes	
row_37	CTTNBP2NL	CTTNBP2NL	2322	0.05403243005275726	0.6801405	No	
row_38	FSCN1	FSCN1	2369	0.052883051335811615	0.6848237	No	
row_39	DIXDC1	DIXDC1	2400	0.051910437643527985	0.6902045	No	
row_40	BAG3	BAG3	2544	0.04903498291969299	0.689357	No	
row_41	MICALL2	MICALL2	2562	0.04874727874994278	0.6949878	No	
row_42	ZYX	ZYX	2727	0.04568051919341087	0.69260615	No	
row_43	MYO1C	MYO1C	2978	0.04155977442860603	0.6852264	No	
row_44	CNN2	CNN2	3036	0.040420107543468475	0.68767625	No	
row_45	LIMA1	LIMA1	3114	0.03957219421863556	0.68897855	No	
row_46	MYH9	MYH9	3187	0.03874993324279785	0.69042957	No	
row_47	TEK	TEK	3235	0.038178250193595886	0.6930973	No	
row_48	PPP1R12C	PPP1R12C	3335	0.03686945512890816	0.6929008	No	
row_49	GAS2L2	GAS2L2	3465	0.03521496802568436	0.6909318	No	
row_50	RAI14	RAI14	3681	0.032670628279447556	0.6841751	No	
row_51	EVL	EVL	4101	0.02800598554313183	0.66624457	No	
row_52	SPEF1	SPEF1	4134	0.027711544185876846	0.6682903	No	
row_53	DAAM1	DAAM1	4418	0.024767659604549408	0.65696126	No	
row_54	PDLIM1	PDLIM1	4886	0.020633438602089882	0.6355637	No	
row_55	CRYAB	CRYAB	5081	0.019154025241732597	0.628088	No	
row_56	CORO1B	CORO1B	5114	0.01889561116695404	0.6289564	No	
row_57	GAS2L1	GAS2L1	5239	0.017938874661922455	0.6249388	No	
row_58	LDB3	LDB3	6338	0.011370593681931496	0.56966907	No	
row_59	MYL12B	MYL12B	6425	0.010947785340249538	0.56668323	No	
row_60	ABLIM1	ABLIM1	6587	0.01013038121163845	0.5597092	No	
row_61	MST1R	MST1R	6699	0.009597991593182087	0.5552501	No	
row_62	GAS2	GAS2	6766	0.00928674265742302	0.5530768	No	
row_63	PTK2	PTK2	7612	0.005697267595678568	0.5101345	No	
row_64	XIRP2	XIRP2	7796	0.004980308469384909	0.5013349	No	
row_65	DST	DST	7821	0.004876961000263691	0.50074494	No	
row_66	ASB2	ASB2	7955	0.004398835822939873	0.49445367	No	
row_67	VIL1	VIL1	8277	0.003263224847614765	0.47828743	No	
row_68	SYNPO	SYNPO	10623	-0.005103361792862415	0.3576863	No	
row_69	PDLIM2	PDLIM2	11330	-0.0077263847924768925	0.32220405	No	
row_70	ACTL8	ACTL8	12705	-0.014039323665201664	0.25301608	No	
row_71	PXN	PXN	12939	-0.01537060085684061	0.24301808	No	
row_72	SIPA1L3	SIPA1L3	13166	-0.016524897888302803	0.23353626	No	
row_73	FHOD1	FHOD1	13333	-0.017620665952563286	0.22730395	No	
row_74	FERMT2	FERMT2	13478	-0.01859768107533455	0.22233996	No	
row_75	TPM3	TPM3	13844	-0.021055296063423157	0.2062741	No	
row_76	MYH14	MYH14	14089	-0.02268332429230213	0.19668376	No	
row_77	DCTN4	DCTN4	15186	-0.032086845487356186	0.14428405	No	
row_78	PRICKLE4	PRICKLE4	15324	-0.03347531706094742	0.14166893	No	
row_79	LCP1	LCP1	15896	-0.03942054137587547	0.117401436	No	
row_80	BLOC1S6	BLOC1S6	16455	-0.047067224979400635	0.09482747	No	
row_81	PRKCZ	PRKCZ	16619	-0.049279242753982544	0.09297819	No	
row_82	MYH6	MYH6	16641	-0.049642883241176605	0.09852166	No	
row_83	NEBL	NEBL	16777	-0.05181313678622246	0.09845891	No	
row_84	MARCKS	MARCKS	16929	-0.05448462441563606	0.09792542	No	
row_85	ABLIM3	ABLIM3	17621	-0.0674697756767273	0.071197405	No	
row_86	SH2B2	SH2B2	17929	-0.07573959231376648	0.06543414	No	
row_87	LIMCH1	LIMCH1	18291	-0.08784741163253784	0.058494966	No	
