NAME	TITLE	SCORE	
DISP2	DISP2	0.16614197	
OLIG3	OLIG3	0.16590805	
LIMS2	LIMS2	0.16590421	
RELN	RELN	0.16581018	
EDIL3	EDIL3	0.16572402	
PCP4	PCP4	0.1656796	
FHL3	FHL3	0.16535753	
TSPAN12	TSPAN12	0.16523363	
KRT19	KRT19	0.16452897	
MMP28	MMP28	0.16443427	
MAGEA8	MAGEA8	0.16424257	
ITGBL1	ITGBL1	0.16421221	
DNER	DNER	0.16414729	
CYP4X1	CYP4X1	0.16410485	
AFP	AFP	0.16382675	
HOXD8	HOXD8	0.16375652	
GPSM2	GPSM2	0.16352709	
MGAT4A	MGAT4A	0.16334195	
DDIT4L	DDIT4L	0.16316766	
PTPRB	PTPRB	0.16310956	
TM4SF18	TM4SF18	0.16308261	
MMP15	MMP15	0.16286457	
COL6A1	COL6A1	0.16269402	
DCLK1	DCLK1	0.16241938	
KCNH2	KCNH2	0.16226839	
PTPRK	PTPRK	0.16221921	
MBNL1-AS1///MBNL1	MBNL1-AS1///MBNL1	0.16218257	
SPARC	SPARC	0.16209905	
CSDC2	CSDC2	0.16198353	
NUDT10	NUDT10	0.16194966	
C2orf40	C2orf40	0.16188917	
EGR1	EGR1	0.16162197	
LMOD1	LMOD1	0.16143143	
ADGRG7	ADGRG7	0.16136892	
PCDHB12	PCDHB12	0.16136487	
CSRP2	CSRP2	0.16089296	
AMOT	AMOT	0.16042317	
VCL	VCL	0.15996867	
PLAC4	PLAC4	0.15969598	
MYO5C	MYO5C	0.15967304	
MSLN	MSLN	0.15916164	
ASRGL1	ASRGL1	0.15895195	
MMP24	MMP24	0.15893756	
PI15	PI15	0.15880877	
SPATA22	SPATA22	0.15875755	
ROCK1	ROCK1	0.15868765	
C1QTNF5	C1QTNF5	0.15839954	
MMP11	MMP11	0.15835127	
KISS1	KISS1	0.15778308	
MYO16	MYO16	0.15770608	
ADH1C	ADH1C	0.157487	
CDC42EP5	CDC42EP5	0.15711427	
SPON1	SPON1	0.1568936	
ARHGEF4	ARHGEF4	0.15688217	
CLEC11A	CLEC11A	0.15678439	
PTGFRN	PTGFRN	0.15671544	
ITGA9	ITGA9	0.15655018	
ASPSCR1	ASPSCR1	0.15651035	
RHOJ	RHOJ	0.15648694	
LOC101928955	LOC101928955	0.15600654	
SLC6A2	SLC6A2	0.15595156	
