symbol,GSM1480091,GSM1480092,GSM1480093,GSM1480094,GSM1480095,GSM1480096,GSM1480097,GSM1480098,GSM1480099,GSM1480100,GSM1480101,GSM1480102,GSM1480103,GSM1480104,GSM1480105,GSM1480106,GSM1480107,GSM1480108,GSM1480109,GSM1480110,GSM1480111,GSM1480112,GSM1480113,GSM1480114,GSM1480115,GSM1480116,GSM1480117,GSM1480118,GSM1480119,GSM1480120,GSM1480121,GSM1480122,GSM1480123,GSM1480124,GSM1480125,GSM1480126,GSM1480127,GSM1480157,GSM1480158,GSM1480159,GSM1480160,GSM1480161,GSM1480128,GSM1480129,GSM1480130,GSM1480131,GSM1480132,GSM1480133,GSM1480134,GSM1480135,GSM1480136,GSM1480137,GSM1480138,GSM1480139,GSM1480140,GSM1480141,GSM1480142,GSM1480143,GSM1480144,GSM1480145,GSM1480146,GSM1480147,GSM1480148,GSM1480149,GSM1480150,GSM1480151,GSM1480152,GSM1480153,GSM1480154,GSM1480155,GSM1480156,GSM1480162,GSM1480163,GSM1480164,GSM1480165,GSM1480166,GSM1480167
DUSP12,8.264871,8.535146,8.317,8.135565,8.204237,8.0696,8.469282,8.237457,8.664479,8.46243,8.603739,8.303035,8.454995,8.25071,8.192087,8.485316,8.288161,8.389989,8.601186,8.380514,8.548531,8.689071,8.167033,8.617536,8.876038,8.444901,8.697824,8.697353,8.61293,8.207685,8.321907,8.335407,8.865528,8.495434,8.374135,8.453163,8.337795,8.566261,8.370052,8.538629,8.606738,8.608309,8.196788,8.438853,8.905082,8.815008,7.910939,8.594232,8.429183,8.792449,8.219067,8.417772,8.322513,8.43647,8.730308,8.05626,8.279281,8.617956,8.844626,8.344557,8.673868,8.573907,8.55805,8.548125,8.65038,8.293384,8.497182,8.281267,8.567918,8.290724,8.679182,8.637466,8.84442,8.662596,9.042893,8.729713,8.748327
POLB,7.366116,7.772208,7.750212,8.61893,7.693467,7.783898,7.679113,7.392338,7.717862,7.836615,7.775709,7.811229,7.56174,7.432269,7.290197,9.032416,8.252615,8.845772,7.674773,7.643752,8.078739,8.147002,7.74242,7.434421,7.770085,7.754313,8.124456,8.069998,7.794153,7.956392,7.624018,7.565894,7.104994,8.315966,7.502244,7.991683,8.080501,7.538603,8.060375,8.40934,7.563786,7.378105,7.568478,8.077245,8.454835,7.89048,9.891639,7.221468,7.61468,7.774003,7.696943,7.781584,7.982492,7.580739,7.887437,7.633456,7.977011,7.808039,7.306315,8.727756,7.508205,7.290197,7.473388,8.301878,7.704809,8.090098,7.840474,7.657737,8.062227,7.940303,7.753602,7.923639,7.714289,7.578952,7.248124,7.356865,7.634352
LGI2,5.662707,6.956904,4.98539,5.201149,6.05864,6.276666,5.765454,6.452181,7.049022,5.12333,5.689338,5.078885,5.277366,6.749802,6.694175,4.790443,4.944251,4.693581,5.720169,5.931557,5.524094,5.238859,5.370437,5.475627,5.370379,6.340187,5.390659,6.369507,6.501534,5.750179,5.771246,6.529618,5.495505,5.592108,5.439074,5.924235,5.909533,7.463703,6.756485,5.264543,5.46966,5.765756,5.044479,5.532308,4.636193,4.767082,4.703665,5.102028,6.0895,5.937817,6.570592,5.565694,4.891466,5.263846,5.353954,5.55252,5.400853,5.95961,7.255954,5.079938,6.018939,5.743266,5.622683,5.343809,6.5583,4.94923,6.052494,6.860834,5.42916,4.9669,7.319325,5.57469,4.897201,5.951774,8.276697,5.668858,5.287204
DISP3,4.734627,4.703933,4.913899,4.724073,4.73024,4.816084,4.683787,4.763485,4.65141,4.611785,5.026397,4.758451,5.060374,4.696332,5.116838,4.818456,4.906631,5.057545,5.058636,4.70063,5.077103,4.621291,4.747183,4.669082,4.748943,4.809785,5.194276,5.037944,4.78483,4.722255,4.570991,4.925609,4.601033,4.875071,4.845453,4.741771,5.458327,5.097185,4.68089,5.104285,4.676681,4.5326,5.518087,4.842335,5.063114,4.996445,5.194732,4.92576,4.804475,4.622331,5.59259,4.715174,5.126458,5.000522,4.838518,5.350235,4.734064,5.205556,5.234995,5.210321,4.773708,5.028296,4.876686,4.811638,4.779257,4.825757,4.981994,4.620752,4.976976,4.803496,4.807021,4.820884,4.840629,5.078683,4.772437,4.6073,4.725261
PCSK5,9.394095,8.931353,9.223008,8.389777,8.932091,8.873871,8.762918,8.407532,8.765896,8.584452,9.152442,9.444764,8.281643,9.789753,9.35616,7.427646,8.203376,7.574422,7.649082,9.383824,8.629517,8.149542,8.375225,9.00136,8.067112,8.481214,7.760807,8.310169,8.437878,8.122218,8.468351,9.236405,8.050031,8.386066,9.175042,8.858435,8.282359,9.00973,9.422545,8.295604,9.062028,9.276921,9.411535,8.604543,8.252941,7.307386,6.803091,9.573116,9.097279,8.053202,8.939598,8.262164,8.941514,9.27666,9.058322,9.230893,8.554396,8.076079,9.878465,7.794621,8.170548,8.788389,9.150706,7.597533,9.260531,8.466789,8.832246,9.178525,8.664901,9.217666,9.342031,8.449469,9.130028,9.024556,8.848813,8.915464,8.840853
NSUN7,5.5254095,5.3771415,5.346899,5.7797605,5.154744,5.038204,5.74719,5.2028645,5.18297,5.856275,5.047804,5.145389,5.2597915,5.342701,5.6201725,6.113186,6.0546465,7.169897,5.183729,5.061492,5.1969735,5.7144945,5.6797445,5.5281845,5.677873,5.470164,6.020407,5.302189,5.1885115,5.4923555,4.8658995,5.18844,5.703016,5.4354105,5.328069,5.3128445,5.5513005,5.556559,5.200613,6.1356275,5.2653405,5.1774265,5.1655985,6.154563,6.1847645,5.299225,8.121438,5.304971,5.205541,5.5202755,6.0942025,5.632554,4.784291,5.2121775,5.736359,5.7245735,6.160813,5.26401,5.359943,6.2780345,5.2731865,5.3273845,5.32979,5.6090075,5.060752,6.5638275,5.2326525,5.207008,5.528476,5.1538175,5.433311,5.6526645,5.512138,5.2869215,5.088637,5.3106865,5.1358635
SLC12A6,5.2142615,5.016649,5.191585,5.370899,5.421546,5.079749,4.798313,5.023449,4.7806845,5.352077,4.715176,5.1036935,4.9509105,5.1140605,5.258843,5.257945,5.469299,6.21441,4.966112,4.92798,5.199844,5.669264,5.255555,5.1690225,5.5638115,5.2320295,5.340374,4.8926335,5.0125025,5.314631,5.218064,4.995319,5.040098,5.452057,5.2177995,5.240435,5.285317,4.9202115,5.164478,5.5443865,5.0235725,5.1462925,4.958469,5.4981465,5.9444245,5.1636,6.427816,5.037279,5.195267,4.8965825,5.5654805,5.1073845,4.694478,4.674842,5.0891985,5.1298345,5.0903935,4.686762,5.095854,5.7693,5.1683955,5.24661,5.214333,5.203081,4.9109175,5.42419,5.0855415,4.910618,4.948137,5.152933,4.9879345,5.2085715,4.747951,5.027636,4.927977,5.220441,5.014797
PDCD4,8.8903355,9.188086,8.302232,8.950556,8.5540445,8.6978605,8.5941705,8.7060335,8.675729,8.680527,8.865424,8.808577,8.8208595,8.423284,9.022619,9.033957,9.3770325,9.300681,9.0990125,8.922085,8.705723,9.280768,8.715101,9.10788,9.21145,9.3318635,9.325529,9.5125155,9.370256,9.155913,8.8815375,8.8137245,9.9609775,9.3238275,8.917576,8.5343115,9.233855,9.0630685,8.276693,8.6703925,7.9604545,8.4315695,8.9006595,8.7143155,9.353582,9.777664,9.3500765,8.6066505,9.123119,8.441748,9.009066,8.7783715,9.560533,8.996948,9.1421035,9.3946515,8.973786,8.7685905,8.555722,9.4348345,8.830177,9.597159,9.074648,8.9257335,8.643924,9.1036865,8.452219,8.369399,9.360796,8.694218,9.0396415,8.6227055,8.945957,8.366696,8.353858,8.819918,8.945014
C2orf57,4.80008,4.690373,4.812851,4.835083,4.976607,4.908758,5.154343,4.752199,4.899403,4.905321,5.051395,4.731118,4.562569,4.836436,4.718299,4.961641,4.787389,5.921893,4.649829,5.104285,4.807074,4.691594,4.990097,4.935251,5.010418,5.050181,4.747982,4.964876,4.993761,4.814596,4.944312,5.244025,5.207969,4.962914,4.538107,4.841865,4.865355,4.98087,5.011724,5.034069,5.31739,4.938009,4.784418,5.061037,5.090816,4.945678,4.821335,4.886669,4.962757,4.99032,5.007243,5.238428,4.945723,4.888176,4.808202,4.75593,4.800845,4.884584,4.767821,5.400476,4.875408,4.994512,4.640176,5.002796,4.773874,4.981928,4.919005,4.709365,4.906349,4.957625,4.958681,4.837247,4.92749,4.997897,4.64962,5.085468,4.835167
TNFRSF17,4.678618,4.571335,4.440771,4.463277,4.500587,4.543271,4.615296,4.588389,4.561323,4.477762,4.465031,4.486574,4.555311,4.470447,4.403413,5.722932,4.842778,4.534803,4.44836,4.573871,4.709614,4.7355,4.476198,4.482268,4.913899,4.501552,4.617112,4.625623,4.588826,4.802476,4.487226,4.539548,4.530542,4.597554,4.710404,4.5307,4.582752,4.462498,4.51816,4.604842,4.584537,4.451415,4.45557,4.522023,4.541319,4.464287,4.488542,4.536692,4.509014,4.474738,4.429964,4.54135,4.411153,4.49362,4.442664,5.485262,4.60435,4.479112,4.496603,4.6573,4.517201,4.580502,4.487934,4.548147,4.419849,4.52043,4.436196,4.457306,4.505655,4.548779,4.496711,4.442415,4.681806,4.465824,4.662894,4.68024,4.521192
HAUS8,5.53022925,5.707429,5.26798675,5.5993715,5.53067075,5.7033735,5.5765415,5.77353275,5.65929375,5.50965425,5.3335875,5.43240675,5.58481975,5.2636305,5.22366225,5.34710725,5.610802,5.28976975,5.630438,5.19703175,5.587467,5.607522,5.67107225,5.64483225,5.62795875,5.70925625,5.5253915,5.639898,5.659942,5.72224325,5.59132525,5.5622165,6.114622,5.67956975,5.423824,5.63912025,5.4253325,5.54720425,5.25608,5.0844325,5.15716025,5.84401775,5.87522375,5.453758,5.384552,5.4967555,5.532721,5.5171225,5.546388,5.58441525,5.23380425,5.43901675,5.93927125,5.30981275,5.434306,5.37437025,5.462502,5.87295225,5.49706825,5.17194625,5.3078525,5.24283925,5.52580475,5.868186,5.633753,5.5308495,5.51222675,5.323618,6.00832725,5.2625095,5.2906645,5.56352625,5.8142335,5.28272075,5.53644225,5.53502725,5.23828175
DEDD2,8.868724,8.762664,9.865665,10.753318,9.578679,9.486278,9.551211,9.419456,9.407507,10.025954,9.221919,9.391055,9.17933,9.246754,8.945512,10.956241,9.900182,11.227324,9.754787,9.102074,9.358768,10.754356,9.682992,8.920182,10.180531,9.81423,10.410348,9.859428,9.203818,10.031276,9.634082,9.204312,9.042192,10.455797,9.36637,9.15932,9.836067,9.436611,9.63682,10.618956,9.369747,8.553322,9.2665,10.382052,10.906339,9.393563,11.60217,9.474425,9.289045,9.270908,10.425043,9.473131,9.558266,8.944732,9.544585,9.5699,9.182958,9.016424,8.564223,11.026623,9.048462,8.867122,9.433636,9.832524,9.43898,10.464876,9.017361,9.50043,9.391383,9.169445,9.054912,9.338429,8.654566,8.858435,8.872105,8.885941,8.901595
MMP12,7.399664,8.875146,7.0662785,6.5132715,8.175077,7.679585,8.0514325,7.57159,9.4402575,8.26941,8.9629945,5.8899785,6.3460165,7.5260555,7.021044,7.8989705,6.2773,4.8319965,10.3753875,7.4911645,6.358638,7.249969,5.5441835,8.0927475,8.0062955,11.2118085,6.432969,8.079269,8.7973145,9.1706615,6.705322,6.439066,7.698446,8.5999575,4.5979895,5.515324,6.993851,5.83276,10.3786415,5.603531,5.7931785,4.860789,8.4866305,6.8061935,4.7479115,4.962396,5.0182685,4.956951,5.0449345,7.0771175,8.5997535,7.672817,9.908713,4.676263,9.620908,6.6996825,7.03923,7.711373,8.7888325,5.0079155,4.8243415,10.7710025,4.589099,5.0804055,4.8721615,6.30996,8.6459,5.3887995,8.1632925,7.7740875,5.1390325,8.719313,8.1139985,6.3933935,8.1410705,4.787512,5.3014305
FOXP3,4.594119,5.123539,5.086537,5.149295,4.805874,5.015851,4.63106,5.036527,5.062557,4.744096,4.959856,4.753346,4.760385,5.289879,4.624732,5.337177,5.160195,4.764254,4.588,5.294293,5.095804,4.669779,5.339249,4.870429,4.598857,4.867525,4.684994,4.913839,5.069324,4.912689,5.188136,4.692221,5.092592,5.62591,4.53091,4.793395,4.64203,4.657322,4.754567,4.691962,4.953201,4.738122,4.463241,4.789128,4.706708,4.962659,5.238479,5.304585,5.112653,4.986474,4.851788,4.839139,5.984041,4.877484,5.012625,5.125808,4.972269,5.763723,4.763093,4.969806,4.678757,4.960753,4.923998,5.044579,5.331527,5.202691,5.680706,4.955097,5.107136,5.015068,4.732053,4.619856,4.88122,5.125102,4.680502,4.807254,4.796472
SCOC,8.63906,8.50645,8.865741,8.265964,9.12454,9.432997,8.404278,8.774572,9.111437,8.405809,8.824392,8.845974,8.607195,9.072638,9.067226,7.277084,7.980287,5.868797,8.680283,8.857391,8.668189,8.057934,9.114058,8.842137,8.196117,8.28429,7.918072,8.483752,8.498237,8.205846,8.586386,8.648182,8.355608,8.028938,8.91087,8.646123,8.772127,8.844854,8.739026,8.050031,8.861906,8.900939,8.811086,8.05421,7.822497,8.782391,6.304698,8.737745,9.045771,8.912834,7.963338,8.745693,8.599311,8.766132,8.701263,8.418295,8.569154,8.383131,9.033435,7.364974,8.877054,9.134726,8.901376,8.418728,8.885193,8.342117,8.776625,8.731982,9.355079,8.96675,9.106309,8.87772,8.776161,8.804912,8.782581,8.603915,8.841905
GFER,4.923004,5.006334,4.678757,5.002926,5.145912,5.284509,5.093672,4.902487,4.924351,5.13793,4.751168,5.129478,4.915394,5.181353,4.854574,5.341474,5.581576,5.206905,4.941348,5.390062,4.947211,5.034938,4.723693,4.78239,5.030138,4.654338,4.913779,5.099343,4.981548,4.763068,5.283439,4.609007,4.998286,4.8483,4.810975,4.75781,4.705364,5.05186,4.531445,4.900823,4.58041,4.996411,4.905528,5.181607,5.476982,4.761835,4.657818,5.169307,4.812697,4.994127,4.858371,4.713489,4.863195,5.536983,4.65041,4.731189,4.714078,4.984896,5.765836,4.748055,4.634941,4.892105,4.832334,5.226348,5.030813,5.154343,4.785392,4.676628,4.986828,4.809397,4.664257,4.684681,4.834543,4.558336,5.168877,5.025755,4.636524
ADK,6.68106,6.2256795,6.71755875,6.27848775,6.38153925,6.24963,6.12545475,6.056461,6.46154325,5.92267475,6.29943425,6.48747825,6.11864425,6.4728295,6.29579275,5.8087205,5.91639375,5.93651575,5.91067675,6.319006,6.33578075,6.034344,5.9047875,6.23084725,5.97501225,5.92442325,6.0380545,6.102646,6.44837425,6.2102435,6.3635365,6.1442065,6.5607555,6.2945565,6.4533245,6.33557325,6.167699,6.86565675,6.565947,6.4511025,6.513283,6.5079915,6.4306155,5.825107,6.1834,6.79832175,5.50119525,6.5072145,6.33152925,6.49599775,6.02187625,5.99798175,6.593464,6.7462315,6.28249175,6.184203,6.09475825,6.2654345,6.66721625,5.898799,6.22396775,6.6600275,6.30058675,5.7861435,6.2474265,6.46148025,6.342954,6.3594625,6.417274,6.4779535,6.55450625,6.07866575,5.61006125,6.35687175,6.54795275,6.46124875,6.73050825
OR52I2,4.54981,4.442664,4.460501,4.536669,4.507266,4.485173,4.538068,4.445292,4.484849,4.409117,4.43994,4.547311,4.484538,4.510174,4.528537,4.472539,4.429598,4.653581,4.435023,4.443514,4.563852,4.419964,4.519023,4.473547,4.486118,4.611284,4.477476,4.514642,4.422112,4.482145,4.446461,4.521383,4.501752,4.504538,4.387293,4.568449,4.563652,4.41858,4.498835,4.57153,4.595417,4.540208,4.520525,4.549907,4.521002,4.469581,4.489297,4.430176,4.606709,4.456753,4.441413,4.443481,4.493746,4.535505,4.407951,4.458023,4.449797,4.454693,4.445783,4.521002,4.458516,4.484329,4.435243,4.464482,4.588647,4.463301,4.486561,4.586381,4.42625,4.496631,4.499377,4.498171,4.559566,4.756994,4.546899,4.621811,4.546525
C2orf50,4.59119,4.827182,4.5689745,4.7445825,4.554095,4.8283945,4.662965,4.7914445,4.6679775,4.573089,4.8921535,4.662237,4.84605,4.719265,4.841987,4.6380825,4.6123665,4.699527,4.804677,4.6227055,4.643,4.6964275,4.8811155,4.6304305,4.6734605,4.6850355,4.676067,4.7181215,4.777548,4.601136,4.7920445,4.633819,4.6741175,4.6706605,4.644616,4.6568575,4.663594,4.8930315,4.5828015,4.7644645,4.597165,4.8052925,4.6684815,4.6193455,4.7528255,4.6960995,4.738372,4.5956795,4.7955985,4.6391605,4.592725,4.5539175,4.5634785,4.6411255,4.6327615,4.6428935,4.780435,4.7957045,4.8372825,4.8733905,4.626961,4.656795,4.874487,4.6491355,4.6720725,4.5657515,4.846828,4.705629,4.525167,4.6426055,4.656892,4.7579385,4.5403665,4.915092,4.707103,4.6483175,4.680744
SCGB1C1,4.761341,4.515782,4.791384,5.700354,4.579515,4.442426,4.589912,5.469973,4.507871,4.79493,4.446524,4.622524,4.519541,4.441086,4.697318,6.969523,5.286265,7.468165,5.685982,4.612184,5.185596,6.834915,6.771126,4.600545,5.055469,4.568168,6.278198,4.801743,5.312122,4.770613,4.570991,4.525453,4.645901,4.666857,4.807114,5.321934,4.694867,4.610249,4.594031,6.363208,4.850697,4.60689,4.777451,6.767323,7.287429,4.493233,5.037571,4.640116,4.606709,4.631237,6.412055,4.594308,5.032102,4.521575,4.569477,4.736986,4.691594,4.599637,4.580151,6.136626,4.62781,4.450034,4.512882,6.820255,4.468217,5.911996,4.538603,4.567941,4.661818,4.63269,4.562025,5.039401,4.659029,4.59812,4.756553,4.497078,4.675716
TSPAN12,5.5360845,5.324497,5.06443,5.232514,6.077135,5.8426575,5.2347935,5.306394,5.008322,5.9928425,6.4238355,5.4838015,7.209652,5.651687,6.606936,4.7017865,6.982436,4.6566165,5.3602365,5.7034855,5.400441,4.933711,4.822976,5.710604,5.225043,5.308208,6.7074285,5.717398,5.14394,5.0975515,5.6392475,6.070083,5.634006,5.1685965,5.574021,5.3813945,4.668814,4.9857535,5.5003965,5.147194,5.5952405,6.3300235,4.8780195,5.350104,4.7079795,5.3427795,4.9857455,5.0455045,5.730075,8.0476985,4.769759,5.5846445,5.5233245,5.2324755,5.337515,5.773319,7.1344955,6.5291455,5.7298,4.8602125,6.332553,5.571467,6.353864,4.8193805,6.236964,4.9845775,6.9018165,5.3121105,5.5020015,6.109553,6.3946625,5.9721855,6.537376,5.532919,5.297144,5.3682765,5.3726305
RBM25,9.479385,9.888008,9.204548,8.938628,9.426719,9.193602,9.139518,9.298217,8.962238,9.223008,9.01026,9.279637,9.157396,9.115026,10.099806,8.908614,9.162956,9.279116,9.136598,9.014668,9.174778,8.469282,9.074242,9.249184,8.771452,9.283304,9.354205,9.112405,8.678979,9.017121,9.388313,9.409269,9.549932,8.96675,9.040713,9.426229,8.870376,9.010949,8.5702,8.78963,8.624678,8.71237,8.981474,9.202918,8.562579,9.204548,8.953317,8.98873,9.030061,9.296302,9.140318,8.909066,8.868724,8.804671,9.216638,9.236664,9.242852,8.946761,8.998506,9.299761,8.980716,9.006324,9.261972,9.24133,8.997124,9.022425,9.394635,8.905082,9.157776,8.649685,9.098756,8.826139,8.866439,8.862836,8.817801,8.690129,8.986876
EBNA1BP2,10.104316,9.682226,9.901472,9.614738,9.690331,9.719142,9.804805,9.652169,10.10311,9.765278,10.034466,9.854589,9.881054,9.848919,9.115925,9.310385,9.821235,8.71404,9.81092,10.091715,9.81423,9.698192,9.788716,9.843368,9.685483,9.635454,9.27771,9.792135,9.405235,9.576533,9.641301,9.86942,9.901472,9.453799,9.686098,10.054565,9.632303,9.720546,10.026893,9.492429,9.998953,10.062275,10.249726,9.478454,9.310117,10.755602,7.890196,10.150002,10.100188,9.908365,8.830636,9.765627,10.035856,10.271937,9.896259,9.66157,9.783485,9.996752,10.182436,9.084791,10.221147,9.62521,9.964922,9.954985,9.777729,9.375909,9.9233,10.10782,10.076703,10.027739,9.958968,9.884531,9.647914,9.975332,10.21909,10.013649,10.052621
ZNF43,4.9090355,4.6478295,4.9266,5.209927,4.7740435,4.884517,4.9256245,4.886118,4.8734525,4.995727,4.8693785,4.735488,5.070355,4.884801,4.792562,4.7869495,4.8171485,6.121874,5.001707,5.3126315,5.035988,4.953684,5.560347,4.898815,5.1615595,4.717921,4.8660945,4.863911,4.699998,4.863608,5.1208315,4.742065,4.979701,4.754715,4.870952,4.661637,5.035296,4.9189345,4.900032,5.0181855,5.1016765,5.0494,4.854184,4.9053685,5.7242475,4.7678395,5.3739575,5.0592895,4.941747,4.981944,5.017088,4.8350105,5.213512,4.8344745,5.0926945,4.7648585,5.17005,5.044826,4.985892,5.062448,5.1609755,4.9545725,5.13728,5.259145,5.1776625,4.8191825,4.8445655,5.0089695,5.2083455,4.92106,4.8265885,5.00911,4.965112,4.844761,4.7636835,4.788112,4.955872
OR8H3,4.557299,4.658637,4.57117,4.543889,4.679953,4.562033,4.582525,4.551455,4.574716,4.577207,4.510297,4.543271,4.608715,4.482099,4.5807,4.721787,4.434684,4.878978,4.763782,4.445063,4.6015,4.675162,4.772437,4.539734,4.556748,4.52085,4.548054,4.51668,4.625546,4.577104,4.630033,4.665523,4.521221,4.516816,4.494317,4.501684,4.486033,4.595747,4.682777,4.506718,4.457906,5.074727,4.516651,4.522784,4.535066,4.556362,4.585875,4.615708,4.660443,4.481917,4.604423,4.587217,4.520111,4.50047,4.53437,4.555965,4.453862,4.536395,4.695979,4.63704,4.441188,4.595118,4.593431,4.901766,4.431975,4.52131,4.566813,4.478936,4.60555,4.611338,4.557461,4.500657,4.529949,4.516001,4.74842,4.641689,4.688812
PBDC1,8.319486,8.161723,8.152922,8.75278,8.80699,8.838904,8.615474,8.559508,8.865315,8.887287,8.680982,8.681984,8.94446,8.386066,7.844747,8.618742,8.731982,8.220431,8.509368,9.028214,8.707085,8.586746,8.568881,8.381924,7.946465,8.579291,8.299148,8.498237,8.51616,8.4615,8.409131,8.501402,8.240437,8.412585,8.276477,8.299778,8.401809,8.379557,8.435688,8.08194,8.706861,8.684668,8.62933,8.567061,8.140009,8.467006,7.463846,8.151467,8.641202,9.014668,7.326626,8.584235,8.381576,8.480577,8.467006,8.860528,8.326884,8.615474,8.668189,7.917526,8.703103,8.547174,8.887519,8.598231,8.890631,8.8899,8.59693,8.448059,8.779949,8.649685,8.599738,8.539606,8.756919,8.516497,8.630198,8.599521,8.57216
TOR3A,8.331806,8.310169,7.597998,7.257252,8.187335,7.73137,7.942262,8.10639,8.307031,7.600191,8.347393,7.921986,7.898818,7.944021,8.407979,6.97189,6.982965,5.703388,7.742752,7.765103,7.342951,7.901853,8.230484,7.975724,7.353122,7.214041,7.379861,7.914302,8.50118,7.705258,7.910211,7.712762,7.407095,6.90522,8.029627,8.269757,7.624806,8.071594,7.881617,7.31643,8.247933,8.007729,8.634499,7.477089,7.077772,6.721794,5.988109,8.194577,8.007729,7.769076,7.371953,8.406163,6.924531,8.0525,7.682633,7.778059,7.570105,8.141416,8.032478,6.536771,8.323571,7.860078,7.937309,8.282925,8.089176,7.076246,7.610448,7.880699,7.279902,8.131859,8.145994,7.235976,7.519553,8.660866,7.752803,8.33036,7.733577
BIRC2,7.8114445,7.6229585,8.0661055,8.2355145,7.811723,7.6887065,7.5974765,7.4729745,7.7337675,8.208409,8.0183775,8.032933,7.917225,8.071722,8.8853265,8.1991315,8.3788125,8.6694725,7.8319315,7.877319,8.203327,8.3697145,7.5758035,8.0157895,9.057318,8.174146,8.216081,8.099182,8.1917015,7.718657,8.191409,8.1163445,7.970377,8.1722315,7.7718835,7.780774,8.1978055,7.7425295,8.123542,8.028778,7.878067,8.0652555,7.7542005,8.251206,9.3685585,7.8788005,8.9746205,7.9562065,7.786391,7.8784935,8.015322,8.208792,7.805606,7.831317,8.14991,7.8937935,7.8821905,7.801767,8.09875,9.3791775,8.254857,8.075235,8.3825325,7.381698,8.045334,8.2222225,8.0054465,7.7870785,8.2287315,8.0765285,8.0488965,7.848488,7.924372,7.8475385,7.8456525,7.7545045,7.6477475
PTBP3,9.409878,9.827843,9.781219,10.3587365,9.9134135,8.436606,9.9136525,9.9097105,9.75528,10.8632265,9.8090375,9.683129,9.706256,9.7748405,9.8415065,10.869207,10.663427,11.392519,10.09163,9.859578,10.2210205,10.715195,10.087045,10.102456,10.5583365,10.713269,10.71347,10.268552,10.098006,10.4705055,9.7305835,9.6705805,10.0927955,10.49206,9.9918035,9.7418555,10.4369675,9.707245,9.7755115,10.341659,9.8225575,9.552322,10.319879,10.560003,11.032064,10.2112025,11.5417225,9.4932375,9.6996945,9.6065675,10.2553705,10.487786,10.71516,9.271891,10.1287915,9.912261,10.1431685,10.433268,9.554542,10.909418,9.9971365,10.2588245,10.2958865,10.4066625,9.5194385,10.4882925,9.4996865,9.589582,10.4244475,9.695057,9.6540425,10.0695235,10.0931105,9.782008,9.44802,9.6786615,9.3224115
ANKRD24,5.3985975,6.345584,5.6965755,5.9047665,5.747898,6.142529,5.2145395,5.908741,5.456189,5.03924,5.105578,5.235844,4.973179,5.4287085,5.251385,5.3035125,5.1238165,5.6591485,5.7509585,5.200403,5.228452,5.506152,5.250858,5.8371215,6.0232285,6.5219215,5.028309,5.44802,5.4078495,5.1489,5.327713,5.2635365,5.640419,5.6079525,5.551955,5.2511515,5.3883975,5.556034,5.38772,4.8963315,4.89595,4.9826875,6.229481,5.6521175,6.02899,6.2463485,5.287542,5.1716115,5.0972955,5.3896305,5.8657915,5.884726,7.158196,5.146471,6.1058,5.335979,5.3796725,5.8727555,5.312215,5.1871275,4.724613,6.3505395,5.090818,6.5693765,5.141807,5.366769,5.589685,5.446859,6.232614,5.047796,5.2925175,5.2453525,5.685062,5.253959,5.226297,5.5481055,6.03293
GAS6,7.10182975,7.61432725,6.82727875,6.98169525,7.33962475,7.22875375,7.447433,7.590843,7.19173025,7.20539925,7.439776,7.28077525,7.660422,7.53146125,7.94050275,6.8476385,7.45809575,6.1823835,7.33805175,7.377798,7.281105,6.9406655,7.280287,7.6516945,7.04414525,7.41657625,7.277371,7.21580725,7.78629525,7.29251625,7.08405175,7.56394775,7.6814895,7.174938,7.3398675,7.327349,7.279748,7.42250375,7.429028,7.1573165,7.66765625,7.98113325,7.1269545,7.215149,6.313378,6.628138,6.5509865,6.91933075,7.55678625,7.43243425,6.68486925,7.31079025,7.280685,7.45116375,7.31444275,7.9113635,7.3935045,7.516274,7.2650185,6.50633475,7.753177,7.0275965,7.19617075,7.3665005,7.4332175,7.167453,7.5435975,7.292042,7.17346825,7.12012125,7.21419025,7.7648045,8.2879255,7.5642915,7.5620045,7.70023425,7.181237
PKD2L2,4.529385,4.643141,4.575879,4.629761,4.532376,4.462504,4.580733,4.407105,4.499377,4.665935,4.513711,4.498835,4.519541,4.672587,4.610213,4.471211,4.478197,4.540522,4.504089,4.634941,4.627639,4.488263,4.483974,4.627406,4.465824,4.617212,4.533089,4.543263,4.494217,4.536027,4.511983,4.553847,4.587696,4.600545,4.518276,4.699643,4.629442,4.502487,4.565918,4.674913,4.663862,4.538542,4.519438,4.560209,4.463801,4.440154,4.451415,4.49731,4.506425,4.622331,4.53784,4.435332,4.613528,4.599231,4.484759,4.563308,4.533586,4.52773,4.51479,4.54905,4.490751,4.507112,4.699288,4.444118,4.481192,4.573871,4.500285,4.70718,4.60024,4.552183,4.50202,4.675716,4.528239,4.494939,4.842335,4.710672,4.713077
