symbol,GSM1480091,GSM1480092,GSM1480093,GSM1480094,GSM1480095,GSM1480096,GSM1480097,GSM1480098,GSM1480099,GSM1480100,GSM1480101,GSM1480102,GSM1480103,GSM1480104,GSM1480105,GSM1480106,GSM1480107,GSM1480108,GSM1480109,GSM1480110,GSM1480111,GSM1480112,GSM1480113,GSM1480114,GSM1480115,GSM1480116,GSM1480117,GSM1480118,GSM1480119,GSM1480120,GSM1480121,GSM1480122,GSM1480123,GSM1480124,GSM1480125,GSM1480126,GSM1480127,GSM1480157,GSM1480158,GSM1480159,GSM1480160,GSM1480161,GSM1480128,GSM1480129,GSM1480130,GSM1480131,GSM1480132,GSM1480133,GSM1480134,GSM1480135,GSM1480136,GSM1480137,GSM1480138,GSM1480139,GSM1480140,GSM1480141,GSM1480142,GSM1480143,GSM1480144,GSM1480145,GSM1480146,GSM1480147,GSM1480148,GSM1480149,GSM1480150,GSM1480151,GSM1480152,GSM1480153,GSM1480154,GSM1480155,GSM1480156,GSM1480162,GSM1480163,GSM1480164,GSM1480165,GSM1480166,GSM1480167
HIST2H3D,4.842553667,4.869019,4.980969667,4.910065,4.684892333,4.789198667,4.69165,4.854822667,4.855203333,4.704481667,4.803719,4.880542667,4.676840333,4.669550667,4.833966333,5.062117,5.088907667,5.277217333,4.729254,4.92402,4.734668,4.928946667,4.688254667,4.860685333,4.971428667,4.806040667,5.471666333,4.956856667,4.755316,4.897695667,4.768630333,4.650397,4.74878,5.090746667,4.939644667,4.871424333,4.676045667,4.677701333,4.913740667,4.986654,4.698110333,4.987618,4.810448,4.851178,5.048594,4.729577333,4.851540667,4.783681667,4.778031667,4.867718,4.719106333,4.777074333,4.691809,4.866358,4.819066667,5.028546333,4.711688333,4.796922667,4.858325667,5.372435667,4.770657667,4.7543,4.997521,4.785064,4.800094667,4.907485333,4.826398333,4.788742333,4.880115,4.702527333,4.730467667,4.668003,4.881209333,4.703936,4.741367,4.831047667,4.807186333
CYP51A1,7.267199,7.01177,6.750254,5.792632,6.325541,6.697769,6.282835,5.578561,6.517146,6.21898,6.280361,7.277084,6.455224,6.779835,7.141598,5.027735,6.153253,4.58175,6.103918,6.276666,6.719345,6.331891,6.203369,5.258841,5.147382,5.026577,4.985503,5.900732,5.460126,5.458055,6.067333,6.294584,4.70608,5.374306,6.496196,6.81984,5.838453,5.16048,5.331299,5.342998,6.038273,6.419876,6.290877,4.779704,4.671012,4.988568,4.623436,6.496466,6.201418,5.556571,6.579319,5.328141,5.226468,5.996939,5.775591,6.456204,6.017084,5.393907,5.718509,4.617938,5.341945,6.126818,6.439079,6.177213,6.520168,6.505868,6.075251,5.906303,6.386127,6.163434,5.618619,5.367878,4.718785,6.051666,6.820835,5.967247,6.077112
C11orf54,7.006115,7.1937345,6.692705,7.232563,6.926984,6.8197095,6.9734375,7.117123,6.962699,7.53604,7.117566,6.5872695,7.1079145,6.9423265,7.2762445,7.1941955,7.386584,7.9820975,6.926866,6.7374215,6.474046,7.1634985,7.2006165,7.2286955,6.846443,7.3954895,7.5489955,6.68762,7.198349,6.9951945,6.936191,7.0754535,7.248444,7.101448,7.041091,7.305819,7.3172155,6.815486,6.9134905,7.55742,7.080082,7.430176,6.9207495,7.6242675,7.472781,7.4280845,8.125691,6.483102,6.8598455,7.9142565,6.8663095,6.909594,7.0728275,6.7161895,6.809854,6.9356985,7.63548,7.5297295,6.726984,6.973017,7.70248,7.475359,7.2544685,6.9675655,6.799481,7.26355,7.487374,7.233641,7.3149825,6.96532,7.2222995,7.252504,7.638778,7.082234,6.9774285,6.734011,6.5834205
VSTM4,5.484928667,5.133628333,5.369326667,5.103983,5.565111,5.154141667,5.469645333,5.185617,5.295066667,5.248551,5.569673667,5.176552,5.467442667,5.437439333,5.228897,5.003576667,5.192963667,4.924086333,5.185805667,5.242948333,5.286527333,5.02532,5.056009,5.045947,5.067349667,5.138900667,5.001266,5.086520667,5.071807667,5.271972667,5.171723,5.308456667,5.409742,5.076091667,5.149771,5.236491,5.110148333,5.185613667,5.430351,5.355729667,5.301340667,5.575060333,5.376122,4.909772333,5.191101,5.284397,4.947925,5.177091333,5.217471,5.057463,4.991422667,5.219430667,5.108761333,5.392869,5.455953333,5.446896,5.213636,5.270191,5.541345333,5.163014,5.128137333,5.344562333,5.203798333,4.912738,5.276723333,5.232598667,5.24183,5.280136333,5.214325333,5.520868333,5.292973667,5.209391,5.182181667,5.336974667,5.302736,5.320307,5.409760333
SLC25A25,6.57881175,6.461466,6.19797825,5.9689985,6.06226475,5.93916675,6.10903125,6.06385175,6.13290325,5.922402,6.03219675,6.02417725,6.33903775,6.094842,6.01146825,5.57035625,6.14855875,5.3051325,5.91092175,6.08974175,6.0996315,5.644184,6.03714375,6.39357175,5.90643225,5.9998875,5.99012325,5.91563675,6.0188175,5.9667225,6.181811,6.12153825,5.6911925,5.95530975,6.06482175,6.41244875,5.856183,6.0234285,6.182929,6.088,6.2649555,6.11520775,6.254832,5.988667,5.8966555,6.0437905,5.40980425,6.307677,6.2095385,6.0434825,5.874185,6.30532225,5.953193,6.0582175,6.12390475,5.9280895,6.01989275,6.19268375,6.18102175,5.642327,6.10926175,6.17834225,6.132427,5.7831845,5.98967775,5.7913415,6.02579625,6.52439575,6.15339675,6.1091055,5.98100225,6.46823475,6.242381,6.1954355,6.29524475,6.3687505,6.262727
TMBIM4,12.143589,11.614407,12.147978,12.028951,11.846604,12.073046,11.961571,11.784011,11.901032,12.129286,12.007857,12.053419,11.56112,11.961571,11.741759,11.877868,12.041245,12.031077,11.826411,12.119695,12.198547,11.730444,11.890561,11.990037,12.015967,11.734095,11.80466,12.147978,11.972835,11.901032,12.134094,12.206234,11.511835,11.965582,11.836987,11.92864,11.974686,12.095579,11.982239,11.810474,12.222193,12.041245,11.96365,11.747552,11.980428,11.706512,12.279849,12.175942,11.802625,12.11234,11.800642,11.921988,11.462223,12.08482,12.041245,11.930725,11.934535,11.941575,11.959525,11.875632,12.091111,11.988033,12.300588,11.463776,12.003365,12.082032,11.974686,11.982239,11.726806,12.150387,12.101812,12.053419,12.077177,12.175942,12.379398,12.05819,11.930725
KPNA4,9.832524,9.927008,9.813544,9.556277,9.825219,10.111079,9.911625,9.68075,9.703663,9.872874,9.792135,9.744624,9.912366,10.202384,10.934291,9.42005,9.36637,9.722087,9.482692,9.446222,9.93998,9.505406,9.919687,9.7508,9.854589,9.505406,9.729594,9.775499,9.880311,9.365572,9.56739,9.742624,9.744624,9.703038,9.835099,9.906035,9.99822,9.884531,10.308108,9.877172,9.676725,9.733526,10.30734,10.010573,9.707453,10.463884,10.179319,10.214943,10.134814,9.715832,9.32413,10.045906,10.106087,9.792135,9.836421,10.106087,9.841972,9.642743,9.972396,10.088489,9.759657,9.916121,9.816389,9.202918,9.600487,9.854589,9.900182,9.977491,10.177065,9.881716,9.899808,9.80521,10.035502,9.676449,9.681537,9.786901,9.675826
TMEM138,8.05626,7.586609,7.770596,7.946628,7.387876,8.01225,7.857968,7.901661,7.877353,7.222691,7.952812,7.934907,7.602743,7.641032,7.299112,7.584815,7.698293,6.629601,7.878253,7.994,7.503065,7.308604,7.364974,7.511248,7.385654,7.744133,7.41245,7.691864,7.369989,7.450958,7.336514,7.638806,7.55139,7.494472,7.203021,7.740029,7.677421,7.558568,7.800705,7.52711,7.947118,7.689434,8.036165,7.162491,6.738428,8.703999,5.168716,7.838626,7.644267,7.932102,7.244928,7.616791,8.432302,7.793444,7.63747,7.750542,7.677256,7.444502,7.896469,6.536771,7.781235,7.354405,7.601788,7.778562,8.132687,7.4845,8.0081,8.019503,7.969548,7.610448,7.657737,7.532129,7.436986,7.87114,8.004343,7.508575,7.960885
SH2D4B,4.4848975,4.6222475,4.5510865,4.5698765,4.763899,4.7101585,4.7992325,4.4975405,4.704424,4.7536995,4.588063,4.873634,4.6712085,4.626823,4.618199,4.909648,4.8455225,4.840407,4.559961,4.688482,4.6854175,4.958328,4.547265,4.601155,4.5323415,4.972498,4.503888,4.6099905,4.733509,4.606726,4.6218835,4.6609195,4.5146035,4.756632,4.7206705,4.6881295,4.6554145,4.594092,4.614856,4.6166905,4.5667705,4.6926685,4.5694425,4.7996675,4.718034,4.4635235,4.7229455,4.7004985,4.7355905,4.540436,4.553885,4.6142475,4.642487,4.718447,4.557146,4.6368275,4.5844415,4.5645505,4.4914835,4.567137,4.6779615,4.641845,4.5646705,4.5994245,4.6388405,4.7467665,4.5985345,4.868696,4.5202875,4.71092,4.5994415,4.653855,4.7222715,4.6441925,4.628425,4.6058365,4.4714835
OR5I1,4.49723,4.533541,4.510354,4.5192,4.499377,4.468087,4.462147,4.48689,4.487992,4.533104,4.418866,4.502468,4.482125,4.49526,4.461976,4.464439,4.457571,4.585909,4.594111,4.496705,4.461665,4.590639,4.507977,4.530017,4.507259,4.48712,4.447144,4.546899,4.491954,4.506044,4.54013,4.490577,4.414174,4.656919,4.501416,4.487736,4.44488,4.440524,4.481297,4.535051,4.465639,4.486203,4.450197,4.514733,4.550811,4.446588,4.496277,4.554974,4.462509,4.542177,4.532361,4.482957,4.510851,4.614496,4.399949,4.564737,4.46645,4.506718,4.466041,4.6573,4.509114,4.445783,4.41589,4.607879,4.495056,4.464145,4.399692,4.467094,4.486203,4.429893,4.395576,4.47644,4.401091,4.512153,4.46338,4.541686,4.456509
ATP2B4,10.354309,10.15811433,9.380312,8.875109333,9.838618333,9.673759667,10.02293467,9.751489,9.776706,9.042851,9.784927,10.142232,9.493918,10.38509133,11.221712,8.490689667,8.827547667,8.500524667,9.154194333,9.973843667,9.641047667,8.763298667,10.04711567,9.909236667,9.322369667,8.821464667,8.754328333,9.80464,10.16574367,9.461527,10.14587333,9.901274,8.404262667,8.924559667,10.571948,9.734851333,9.159069,10.34912467,9.612962667,9.067953667,9.683525333,10.10169,9.402686667,9.548053667,8.284928,8.367966333,7.84354,10.35906367,9.937168333,9.261920667,9.93729,8.925379,8.810014,10.42029267,9.699833,10.1104,9.622063,9.355604,10.21419933,8.748575,9.760590333,9.555238667,10.25719733,8.822465,9.704315333,8.972054667,9.836297,9.762296333,8.949427,9.811205333,10.18050667,9.203775667,9.794901333,10.06444333,10.152215,9.819057667,10.25229433
C11orf49,5.38699825,5.15808,5.28260375,5.23901425,5.4806375,5.236673,5.35673925,5.1856385,5.2764295,5.32698625,5.33213475,5.08795675,5.4793385,5.31934275,5.15894425,5.18225725,5.39820525,5.11642225,5.12181725,5.3177095,5.361249,4.96438825,5.3971455,5.37210375,5.26728525,5.12826625,5.22615075,4.98812575,5.4327355,5.33540975,5.5120505,5.29959125,5.199902,5.39080875,5.2830265,5.0455545,5.3389125,5.445762,5.3074335,5.259097,5.31676175,5.5020515,5.27901575,4.92228025,5.227717,5.23545325,4.93760525,5.2138385,5.3958685,5.558384,5.228929,5.08462225,5.0492505,5.34167,5.15300025,5.28653275,5.3406455,5.65359625,5.3212175,5.1267075,5.6130495,5.277489,5.248496,5.0655635,5.40899675,5.206251,5.3393895,5.31168025,5.16879625,5.402762,5.3328795,5.25069075,5.5074745,5.478844,5.5241905,5.36843375,5.249721
EFR3A,9.468518,9.935718,9.609391,9.79466,9.842672,9.997384,9.718204,9.96927,9.932239,9.762843,9.96405,9.782501,9.849709,10.028473,10.47917,10.24475,9.426474,9.554459,9.583885,9.599958,9.606979,9.461615,9.477544,9.7071,9.869834,9.980991,10.050288,9.892481,9.724941,9.720168,9.787555,9.86942,9.566071,9.655103,9.967613,9.981771,10.101573,9.836421,9.848486,9.911625,9.596422,9.655983,9.746339,9.879742,9.596923,9.880311,10.007113,9.829346,9.442772,9.707453,9.265505,10.007113,9.761314,9.632891,9.680446,10.046722,9.659674,9.613062,9.72934,9.6786,10.009256,9.621916,9.768231,9.264436,9.72525,9.963269,9.829346,9.984764,10.124888,9.574642,9.757498,9.867746,10.223947,9.68914,9.626903,9.70074,9.583885
FBXO18,6.7746825,6.8496545,6.7883475,6.8371495,6.711574,6.8945495,6.902443,6.792602,6.8319925,6.7404395,6.9802145,6.9438075,6.8958045,6.9805485,6.935681,6.993789,6.920443,6.752116,6.638882,6.751446,6.9396235,6.7329685,6.7228095,6.6472375,6.699591,6.6500345,6.835383,6.780001,6.726171,6.599184,6.850663,6.8810365,6.6340565,6.632711,6.810332,6.876872,6.5875155,6.648895,6.7684845,6.7524935,6.7445045,6.678457,6.821601,6.693413,6.6746035,6.759755,6.5743115,6.913117,6.636425,6.923754,6.9116555,6.588277,6.946315,7.0170975,6.686855,6.713288,6.818516,6.742674,6.803629,6.916771,6.813116,6.6908195,6.8002505,6.849363,7.020968,6.662083,6.8030425,6.797927,6.5854365,6.7455495,6.9126135,6.6608845,6.6392725,6.620089,6.681155,6.695987,6.8242825
GRHPR,8.204237,7.926306,8.098202,8.068219,8.093655,8.275102,8.016062,7.650789,8.668636,8.027517,7.886895,7.961197,8.117959,8.249713,6.958057,7.731141,7.943218,7.536294,7.984217,8.56056,7.991079,7.377631,8.24368,7.834782,7.883388,7.33395,7.735974,7.978052,8.116866,7.799629,8.255834,7.781435,7.691864,8.124637,8.412786,8.382772,8.110657,8.286707,8.16274,8.228312,8.713401,8.442016,7.995274,7.895005,7.231863,8.471936,7.12958,8.089616,8.61054,8.138866,7.852226,7.993558,7.495147,8.019156,7.646401,7.402302,7.920185,8.583385,7.962211,6.551314,8.65038,8.13721,8.06605,8.258617,7.847394,7.92515,8.271098,8.521819,7.898818,8.372429,8.284903,8.265964,8.362435,8.760091,8.200917,8.240787,8.022633
WSB1,9.780576,10.0075915,8.891794,8.925611,8.754808,9.6735325,9.20094,9.350591,8.947126,9.4893775,8.8562935,9.2928035,8.8097815,8.8431015,9.472918,8.7954425,9.508796,9.5800285,9.5693665,9.1576985,9.37247,9.1824875,9.640943,9.6365165,9.111972,9.5160285,8.9694205,9.372053,9.0054385,9.523928,9.2224655,9.167973,10.3508715,9.0601975,8.8972775,8.9617225,8.406102,8.8123145,9.290984,8.658004,8.7843205,8.563556,8.964996,9.32944,8.9712295,9.2051915,9.5517965,8.3986905,8.362705,9.2103375,9.841522,9.06585,9.577149,8.8292545,9.161571,9.4042935,9.3963675,9.0305135,9.3131355,9.3961035,8.959529,9.7292565,9.603057,9.6848215,9.3229135,9.3358205,9.0874715,8.59042,8.9220775,8.82167,9.199548,8.852445,9.0787975,8.6264765,8.3983035,8.9038005,9.3935055
TAOK3,5.2831555,5.4513105,5.7546455,5.969032,5.722912,5.4213925,5.44243,5.535179,5.582395,5.6867025,5.573415,5.428757,5.7174605,5.793666,5.481773,6.170818,5.5267835,6.183591,5.507457,5.706585,5.408039,5.7085595,5.386641,5.0588205,5.5392855,5.642823,5.5255,5.376408,5.2525705,5.474319,5.2510345,5.212471,5.179591,5.3262925,5.617629,5.6835185,5.470704,5.186734,5.6209915,5.895634,5.4434135,5.28202,5.016585,5.635451,5.632166,5.6425095,6.184972,5.324159,5.5935685,5.5467135,5.55681,5.3668195,5.541829,5.243856,5.5274635,5.447869,5.2897265,5.398189,5.3987865,5.647895,5.409429,5.3411825,5.392751,5.765431,5.5005705,5.785259,5.5745615,5.7441315,5.3578545,5.5148855,5.3849325,5.4375525,5.519545,5.512117,5.388189,5.541386,5.584068
FBXO33,8.421247,8.247933,8.750652,8.860087,8.903416,8.808924,8.462876,8.196571,8.60244,8.608871,8.529942,8.406295,8.49521,8.391418,8.205453,8.504712,8.386886,9.311621,8.095303,8.20478,8.641202,8.406295,8.067849,8.132023,8.431369,8.193649,8.380514,8.524472,8.134649,8.438853,8.3651,7.835015,7.808039,8.501402,8.200359,8.378947,8.604372,8.264704,8.098496,7.763672,8.416547,8.292679,8.154133,8.255438,8.490949,8.830006,9.515362,8.624678,8.928773,8.48621,8.261624,8.193476,8.242629,8.225851,8.44698,8.417772,8.420648,8.303519,8.490113,9.130028,8.389364,7.99472,8.6769,7.697602,8.32759,8.7945,8.465778,8.474932,8.85245,8.090431,8.42818,8.479142,8.523597,8.3651,8.214936,8.568148,7.968045
APOBEC3H,5.022626,5.309881,4.814875,4.851257,5.434417,5.174065,5.933167,5.492245,4.785405,5.423336,5.013428,5.608883,5.4573,5.11933,4.918597,6.498485,5.130156,4.768541,5.720169,5.030911,5.322594,5.519069,5.066567,5.431977,5.198097,5.002829,4.893156,5.730316,5.172888,6.453153,5.166272,5.137001,4.622185,5.306464,4.69523,4.769109,5.309605,5.467338,4.758938,5.084609,5.423134,4.818493,4.712622,4.556386,4.692861,4.646133,4.653971,4.770208,5.206669,5.14595,5.059616,4.594308,4.499377,4.678887,5.100987,5.826562,5.083543,5.408012,5.069338,4.760805,5.344638,4.595118,4.994903,5.925457,6.174248,5.615556,5.595792,5.262213,4.924491,4.703756,4.700194,4.858342,4.63703,5.305372,5.279409,5.558201,4.94249
MRPL50,8.855017,8.44221,9.014085,8.927743,9.256603,4.591164,9.102282,8.321476,9.22034,8.662175,9.163875,9.275825,9.104384,8.665118,8.252222,8.242808,8.471347,7.072847,8.55137,9.144307,9.488768,8.137592,8.959868,8.993956,8.449973,8.055711,7.781435,8.994459,9.111979,8.441623,8.918603,9.046415,8.044514,7.978052,8.963639,9.106309,9.229801,9.116421,9.049768,8.479317,8.753094,9.075044,9.265505,8.736219,7.414774,8.466572,6.219306,9.042696,9.426719,9.204312,8.363155,8.852237,8.67937,8.94841,8.753094,8.82521,8.972409,8.483506,9.399581,7.754496,9.190565,8.670124,9.266261,8.373305,9.236924,8.603563,8.973154,9.138128,9.033172,9.015976,9.346755,8.496596,8.520868,9.095474,8.646845,8.961981,8.25728
PPP1R14C,5.920841,5.209324,6.463981,5.06861,5.627603,5.395238,5.92816,6.170832,5.827069,5.825033,5.719378,5.429383,5.697553,6.374723,5.803763,5.755915,5.395306,5.037092,6.215895,5.877807,5.56409,6.034442,5.905533,4.982573,6.343609,5.645438,6.064797,6.092965,4.998769,6.174248,5.507229,5.886976,8.463789,6.498485,4.801318,5.663354,5.152092,5.431502,6.919967,5.531271,6.104392,5.390215,5.319572,5.27714,7.03619,8.87856,7.138124,5.941215,5.518031,5.631075,7.639717,5.511136,7.323729,6.128946,6.086404,4.819996,6.067929,5.794729,6.226755,6.551314,5.713145,7.025114,5.02969,5.635073,5.44185,6.835219,5.685982,6.436629,7.155805,5.995449,5.663529,5.960186,5.380157,6.50561,5.675031,5.986614,6.631198
ST8SIA1,5.1046525,4.883194,5.053133,4.7184745,5.166676,4.9705305,4.8180245,4.990752,4.7501435,5.0440895,4.745697,4.7901015,5.138133,5.0066445,4.7967545,4.7277445,5.1492475,4.881411,4.903403,4.6484735,4.9251425,4.87287,5.1727265,4.718687,4.823929,5.465283,5.1616645,4.587023,4.9221125,5.1764215,4.762123,4.882689,4.680658,4.587843,4.9439475,4.660934,4.8998395,5.012382,4.7026055,4.837976,4.7418325,5.003291,5.132298,4.934614,5.6518625,5.000062,4.8538245,4.9251895,4.9683445,4.978768,4.799295,4.9670785,4.921687,4.794827,5.0727665,4.9720775,4.941676,5.143312,4.9111175,4.623991,4.949804,5.016914,5.0808145,5.039857,4.876202,4.758222,4.815773,4.618508,5.1814575,4.7819805,4.894006,4.8853395,5.276665,4.6082545,4.8767985,4.9692395,4.9133615
ID1,6.0555445,7.0098815,5.484413,6.55006,6.8523925,6.479697,6.530616,6.680479,6.31692,6.6335335,6.453719,6.1921665,6.83594,5.797146,5.733452,6.3524335,6.855031,4.694735,7.045123,6.3568905,6.0779395,6.329304,5.697796,6.6147765,6.40529,6.6269075,6.4255365,6.3319955,6.730971,5.958393,6.1222575,6.875638,7.827951,6.6845765,6.463532,6.110114,6.213542,6.30053,5.5645115,5.9112,6.1639405,7.0632645,6.9075625,6.8320085,5.842537,6.791802,5.063757,5.940941,6.8475185,7.0809055,5.895754,6.950726,7.042266,6.5945565,6.7061285,6.656227,6.839571,6.887764,6.63717,5.7086,6.9533125,7.3289865,6.347241,6.6076975,6.914624,5.8857965,6.969156,6.23527,6.786048,5.990017,6.879077,6.511279,7.1648155,6.6105025,6.6449695,6.739067,6.733367
CTRL,4.596143,4.50273,4.678757,4.855893,4.598811,4.682217,4.84762,4.718264,4.505106,4.709511,4.620836,4.823332,4.577841,4.533647,4.684507,4.991916,4.677183,4.782665,5.058636,4.583666,4.636611,4.738904,4.754421,4.506474,4.822464,4.614275,4.836678,4.690361,4.777191,4.899197,4.683359,4.79728,4.699445,4.644927,4.592561,4.733659,4.484875,4.557024,4.571737,5.175633,4.507407,4.647743,4.538185,4.640296,4.764826,4.590604,5.25273,4.446427,4.510189,4.595957,4.807254,4.470648,4.571437,4.519296,4.53437,4.58041,5.053676,4.496427,4.559176,4.692544,4.560929,4.855752,4.763497,5.212072,4.838992,4.802929,4.407833,4.61121,4.496955,4.50313,4.58116,4.63504,5.019756,4.532011,4.644379,4.621811,4.673497
NLRP2,5.067486,7.683175,5.72804,6.643479,6.693514,7.502244,5.707646,7.279009,5.556183,6.157334,6.225456,5.547579,4.774766,6.00702,6.478806,5.256005,4.884482,5.603032,7.615315,5.814344,5.639514,5.964379,4.915457,7.684702,7.287825,8.288353,6.225556,6.669721,6.635517,6.987623,5.171315,5.993499,8.6882,6.061792,6.814576,6.017572,5.493785,5.579913,6.321809,4.747934,5.99672,5.519938,9.171764,6.429401,7.491508,8.61293,5.303505,5.174781,4.808516,5.742021,6.847689,7.236977,9.211022,5.839992,7.87417,6.33024,6.969381,7.788575,5.038626,6.002441,5.678231,7.988772,5.438253,8.284506,6.265734,6.593541,6.425817,6.317856,8.467006,5.459767,6.528736,6.811069,8.392222,5.24143,6.200871,7.074078,8.388704
TET1,5.175138,5.141651333,4.902693667,4.994888333,5.080069667,4.910054333,4.7417,4.903989,5.156101,5.285701667,5.042213667,5.140040333,4.875718667,4.956010333,4.966997,4.724048333,4.915154333,4.90665,4.831752,4.861187667,4.74841,5.179545667,4.922044333,4.98542,4.840538333,4.796278,4.742240667,4.920041,5.069642333,4.977352,5.161021667,5.236308667,5.111196667,4.879353,5.35257,5.240109333,5.275358333,5.081336333,5.155277,4.959039,5.143381333,4.807985333,4.865683333,4.841061333,4.982033,5.422922333,5.025970333,5.010083333,4.902720667,4.840972333,5.150435,5.030499333,4.876842667,5.219075,4.871023667,4.783427667,5.080309333,5.035057333,4.928448333,5.328466667,4.879148667,5.200312333,4.967417667,4.859416,5.092193667,5.01084,4.965744667,5.148111667,4.845839,4.903971333,5.254622,5.255798667,5.140123667,5.037185333,4.994574,5.019629333,5.15589
RPSA,8.3985295,8.419789,8.574392,8.573912,8.4861965,8.438212,8.7526285,8.6368685,8.7007575,8.584606,8.6525415,8.57086,8.7554235,8.551727,8.320901,8.59678,8.620429,8.3950485,8.7196,8.5018645,8.607872,8.495861,8.3083905,8.531584,8.4123165,8.498546,8.764923,8.62565,8.542047,8.703732,8.5377085,8.773867,8.736281,8.5640785,8.4234345,8.326256,8.4816465,8.419724,8.4576715,8.5539865,8.299259,8.6049755,8.4292985,8.424951,8.3515105,8.447798,7.757691,8.3783785,8.533087,9.0031095,8.400833,8.5759105,8.351158,8.4389535,8.510917,8.598522,8.5540665,8.682478,8.387294,8.432367,8.642146,8.4240355,8.3853505,8.4614645,8.634137,8.5482275,8.6022325,8.5611445,8.5831445,8.475034,8.4134115,8.6533815,8.481472,8.3660165,8.536131,8.586225,8.4177135
CT45A2,4.663948,4.54712,4.53292,4.853541,4.73024,4.643379,4.496955,4.797598,4.605478,4.702129,4.682239,4.536546,4.574826,4.596205,4.674298,4.595666,5.113504,4.746659,4.673602,5.04314,4.746325,4.693419,4.584798,4.49041,4.644358,4.702265,4.824051,4.685383,4.578837,4.655001,4.584798,4.526687,4.694572,4.57518,4.718299,4.591748,4.757957,4.543611,4.698293,4.817281,5.000381,4.56068,4.695295,4.657622,4.74654,4.673078,4.718058,4.682452,4.609672,4.724465,4.872491,4.643783,4.739115,4.927552,4.82091,4.633619,4.737575,4.666041,4.708304,4.559738,4.85117,4.600187,4.590971,4.571137,4.812059,4.721787,4.820884,4.779523,4.677598,4.710541,4.589737,4.779981,4.623417,4.568168,4.812746,4.826232,4.822894
KCNK9,4.772334,5.321477,5.401121,5.232796,5.760137,6.071647,5.061006,5.172177,5.492463,5.174413,5.424741,5.183903,5.104966,5.325751,5.304246,5.453412,4.939073,4.639044,4.958589,5.077414,5.398321,4.818145,5.600564,5.331678,5.609412,5.382468,4.786823,5.143427,5.066984,4.833837,5.313168,5.568184,4.966843,5.198009,5.406869,5.00878,5.107839,4.820402,5.060292,4.984912,4.996221,5.049538,5.274125,4.874012,4.739853,4.862143,5.008271,5.184709,6.220833,5.502113,4.779499,5.194914,4.914436,4.886416,5.349376,5.320747,5.295124,5.037824,5.573954,5.365775,4.74444,4.994512,5.82516,5.03045,5.217079,5.181607,5.651965,5.474347,4.980241,4.961063,5.013313,4.952143,4.88122,4.902974,5.041173,5.273495,5.509375
C19orf12,6.57719225,6.210893,6.2679945,6.33023425,6.33600475,6.7907955,6.408289,6.43200925,6.34795525,5.99887275,6.599103,6.33748175,6.49731775,6.6365685,6.296766,6.12563775,6.200553,5.39129925,6.306669,6.46265175,6.14194125,6.25865975,5.84272475,6.0768535,6.269107,6.21510175,6.1731365,6.29438325,6.60726925,6.22236475,6.336865,6.477696,6.56930625,6.20778575,6.11217675,6.588143,6.428084,6.8840535,6.38346225,6.10445075,6.31536175,6.356566,6.58186625,6.286954,5.5173435,6.378898,5.7180345,6.87542875,6.50463875,6.5975475,5.95576825,6.42266575,6.711961,6.5341805,6.28089675,6.4543635,6.2815475,6.06882725,6.70789075,5.870926,6.2969265,6.543286,6.186138,6.17252025,6.44572925,6.34971875,6.45524925,6.3005865,6.32175925,6.58048375,6.43087,6.176083,6.32074075,6.441153,6.5522545,6.6167865,6.55958975
PPP6C,9.489978,9.685483,9.754167,9.99089,9.78473,9.790759,9.807359,9.827445,9.895516,9.910985,9.900794,9.763671,9.731059,9.769915,9.623494,9.819227,10.073559,10.049104,9.803617,9.796109,9.670817,10.003499,9.510299,9.488197,10.010573,9.741834,10.092928,9.912366,9.492685,9.950361,9.684661,9.717129,9.718546,9.985587,9.867042,9.954351,9.953508,9.764201,9.65694,9.945255,9.682992,9.966204,10.03974,10.042894,10.245154,10.277311,10.344127,9.846795,10.118546,9.82808,9.472891,9.901775,9.585982,9.443048,9.706011,10.009256,9.984764,9.910278,9.851118,10.091018,10.076703,10.225875,9.932239,9.749824,9.764929,10.151606,9.716775,10.181736,10.010573,9.772785,10.079791,9.889427,10.149105,9.814967,9.671497,9.835714,9.315598
FLNB,9.56739,10.839428,8.567689,9.775499,10.523516,10.177065,9.790759,10.999492,9.821235,10.116439,9.653547,9.379488,10.035149,9.75818,10.240986,9.006324,10.057341,8.165611,10.40182,9.684366,9.345609,8.41985,9.562081,11.100266,10.632899,11.248218,10.227481,9.774081,10.332235,9.628862,9.425871,10.075937,10.287241,9.69766,10.240082,9.68884,9.465683,9.352229,9.973971,9.296302,9.044821,10.207887,11.465447,10.167193,10.676896,10.184109,8.095684,9.171764,9.792135,10.275731,9.913507,11.02159,11.54628,9.274788,11.077237,9.914662,10.22233,11.092957,9.708172,7.960572,9.992322,10.488546,9.287496,11.450678,9.596923,8.824392,10.268618,9.587787,10.643211,9.673407,9.301335,10.297436,10.934291,9.442772,9.593131,9.774849,9.640942
