"","probes","moduleColor"
"492","RGS7BP","blue"
"500","C15orf48","blue"
"502","GPR157","blue"
"529","SCARA3","blue"
"538","ING5","blue"
"540","WDR19","blue"
"550","CASZ1","blue"
"552","RASA4","blue"
"582","SCARF2","blue"
"597","IFT81","blue"
"605","INTS6","blue"
"614","ARRDC2","blue"
"620","METTL3","blue"
"635","SNAI2","blue"
"636","ZSCAN31","blue"
"639","METTL10","blue"
"641","3-Mar","blue"
"653","ROR1","blue"
"662","ADCY7","blue"
"675","KIAA0319L","blue"
"690","STAU1","blue"
"696","JAKMIP1","blue"
"712","METTL7A","blue"
"717","GFRA2","blue"
"720","ZMYM3","blue"
"730","C8orf4","blue"
"733","BNC2","blue"
"735","SLX1B","blue"
"744","ZMPSTE24","blue"
"746","GID4","blue"
"749","GRAP","blue"
"771","DNAAF5","blue"
"772","CCDC184","blue"
"775","WDR4","blue"
"780","ZYG11B","blue"
"825","FILIP1","blue"
"833","STARD3","blue"
"841","MEOX1","blue"
"845","KRTAP10-5","blue"
"847","SAE1","blue"
"848","MYRIP","blue"
"849","CCL20","blue"
"854","SGCD","blue"
"855","ALKBH5","blue"
"856","CPA6","blue"
"883","SEC23B","blue"
"900","ZFHX4","blue"
"908","KCNIP2","blue"
"914","C1orf198","blue"
"934","PMEPA1","blue"
"936","PLEKHG2","blue"
"940","MITF","blue"
"991","POLH","blue"
"998","MAPKBP1","blue"
"1010","AKIRIN1","blue"
"1014","TACR3","blue"
"1019","SPEF2","blue"
"1023","HYDIN","blue"
"1024","ECSCR","blue"
"1035","APH1A","blue"
"1050","GPR161","blue"
"1060","DTX3","blue"
"1061","SAAL1","blue"
"1068","LAMB1","blue"
"1071","NRXN3","blue"
"1074","CCNDBP1","blue"
"1086","SAMD1","blue"
"1094","ARAF","blue"
"1096","DAGLB","blue"
"1108","MEX3B","blue"
"1117","SLC2A1","blue"
"1119","HIST2H2AA3","blue"
"1131","PHLDA3","blue"
"1144","CYP4B1","blue"
"1151","ZNF799","blue"
"1155","SVIL","blue"
"1156","PMP22","blue"
"1180","NDUFAF4","blue"
"1221","DNAJC3","blue"
"1224","FAM167B","blue"
"1239","ZBTB24","blue"
"1241","MTMR2","blue"
"1243","LOC283440","blue"
"1263","MYH11","blue"
"1266","MMRN1","blue"
"1270","ZNF582","blue"
"1277","HCRTR1","blue"
"1285","POPDC2","blue"
"1288","ITGA8","blue"
"1290","CDH24","blue"
"1297","GRIA2","blue"
"1310","C3orf70","blue"
"1313","ARRDC4","blue"
"1324","PATZ1","blue"
"1325","LIMK2","blue"
"1345","SLC7A3","blue"
"1380","CCIN","blue"
"1381","ADAMTS12","blue"
"1399","PPP2R2C","blue"
"1402","USP31","blue"
"1422","PKP4","blue"
"1424","SRM","blue"
"1436","ATP11C","blue"
"1450","B4GALT4","blue"
"1462","FLVCR1","blue"
"1475","VCL","blue"
"1493","CTF1","blue"
"1499","CNTN1","blue"
"1503","PI15","blue"
"1505","CAMTA1","blue"
"1511","ZNF326","blue"
"1512","KLF7","blue"
"1516","WDR92","blue"
"1531","TBC1D13","blue"
"1542","DCTN2","blue"
"1553","ZNF358","blue"
"1561","ASPHD1","blue"
"1580","GALNT10","blue"
"1626","UBE2I","blue"
"1645","LRRC4C","blue"
"1666","PLEKHA8","blue"
"1667","SPIN2B","blue"
"1695","SORBS1","blue"
"1700","TLK2","blue"
"1702","CCZ1B","blue"
"1709","B4GALT7","blue"
"1712","FTCD","blue"
"1713","STEAP1","blue"
"1720","DNAJC7","blue"
"1736","DNAJB5","blue"
"1739","SIX2","blue"
"1756","PDLIM4","blue"
"1763","CANT1","blue"
"1777","TNNT2","blue"
"1780","ZNF491","blue"
"1782","GLIS3","blue"
"1798","TBX22","blue"
"1805","CEACAM1","blue"
"1812","MEIS2","blue"
"1825","NDC80","blue"
"1831","LAMA1","blue"
"1833","MICALL2","blue"
"1835","STUM","blue"
"1838","INPP5A","blue"
"1847","DAPP1","blue"
"1854","KPNA4","blue"
"1864","FBXO33","blue"
"1868","ST8SIA1","blue"
"1882","CEP170B","blue"
"1884","SLX1A","blue"
"1886","CASC3","blue"
"1895","NOA1","blue"
"1897","NSMF","blue"
"1913","LTBP4","blue"
"1914","CRTAP","blue"
"1922","FOXN3","blue"
"1932","SERF1A","blue"
"1933","ZNF445","blue"
"1934","ZFP91","blue"
"1940","ROBO4","blue"
"1949","MMP23A","blue"
"1951","TCEA2","blue"
"1965","EPO","blue"
"1968","PIEZO2","blue"
"1973","ABCB10","blue"
"1993","REP15","blue"
"1997","HYAL2","blue"
"2005","ERCC8","blue"
"2014","REEP2","blue"
"2016","ARHGEF4","blue"
"2033","DCTN5","blue"
"2043","COX11","blue"
"2055","CALM3","blue"
"2062","CAMK2A","blue"
"2063","FAM134C","blue"
"2071","SOBP","blue"
"2085","PI4KB","blue"
"2091","KIF17","blue"
"2100","RBX1","blue"
"2107","SSUH2","blue"
"2108","CXCL8","blue"
"2109","RBM15","blue"
"2112","CACNA1C","blue"
"2118","C1orf229","blue"
"2127","CSPG4","blue"
"2131","PINK1","blue"
"2148","CLU","blue"
"2152","CCND2","blue"
"2176","AGAP11","blue"
"2183","PPP1R21","blue"
"2192","RAB23","blue"
"2200","LTBR","blue"
"2205","IFRD1","blue"
"2206","ALDH3A2","blue"
"2213","ACACA","blue"
"2218","PTGIS","blue"
"2224","ANKRD33","blue"
"2237","SLC26A11","blue"
"2244","SPATA18","blue"
"2262","STK25","blue"
"2266","GSTM1","blue"
"2267","PCDH9","blue"
"2273","PHEX","blue"
"2276","LMF1","blue"
"2290","FHL2","blue"
"2304","DDAH1","blue"
"2305","GLYAT","blue"
"2312","ZNHIT6","blue"
"2317","KCND1","blue"
"2322","RBPMS","blue"
"2336","NFYB","blue"
"2347","RSF1","blue"
"2355","AKR1C4","blue"
"2363","MIXL1","blue"
"2366","PRELID2","blue"
"2367","C1QBP","blue"
"2370","FHL5","blue"
"2397","GNAL","blue"
"2409","BACE2","blue"
"2411","CYP4X1","blue"
"2436","PCDHA10","blue"
"2465","KCMF1","blue"
"2469","KPNA5","blue"
"2482","ANGPTL1","blue"
"2497","GUSB","blue"
"2512","DCAF6","blue"
"2514","LPIN2","blue"
"2528","ABAT","blue"
"2540","TNFSF12-TNFSF13","blue"
"2550","LRP10","blue"
"2557","GPM6B","blue"
"2563","LBH","blue"
"2568","PCDH7","blue"
"2578","SUSD5","blue"
"2585","WDFY3","blue"
"2609","LIPE","blue"
"2635","ALCAM","blue"
"2640","FBN2","blue"
"2674","MFAP3L","blue"
"2681","SYTL2","blue"
"2687","CACNA1H","blue"
"2695","CCDC3","blue"
"2700","IL12A","blue"
"2711","PCDHGA11","blue"
"2712","FBXW4","blue"
"2717","CKB","blue"
"2739","ACTA2","blue"
"2754","ITGB1BP2","blue"
"2770","EPHA4","blue"
"2774","HOXD4","blue"
"2781","FAM198B","blue"
"2784","AKR1B10","blue"
"2804","CRYZ","blue"
"2805","ZAK","blue"
"2846","MCU","blue"
"2862","EIF4G1","blue"
"2865","HSFY1","blue"
"2892","KLF11","blue"
"2910","ARHGAP6","blue"
"2922","FAM13B","blue"
"2923","C3orf35","blue"
"2935","TCEANC2","blue"
"2936","LGALSL","blue"
"2950","SNX5","blue"
"2955","INA","blue"
"2956","HDAC9","blue"
"2967","GALNT18","blue"
"2969","HSD17B4","blue"
"2983","FAM57A","blue"
"2985","RBM24","blue"
"2987","STBD1","blue"
"3018","WIPF3","blue"
"3021","DDX42","blue"
"3028","TFRC","blue"
"3038","PARD6G","blue"
"3039","HRASLS5","blue"
"3048","PRKAR1B","blue"
"3049","APMAP","blue"
"3052","CEPT1","blue"
"3069","SIGLEC11","blue"
"3074","C9orf3","blue"
"3079","NMRK1","blue"
"3121","PRMT2","blue"
"3123","SYNM","blue"
"3125","MYL9","blue"
"3136","RGS9BP","blue"
"3142","WDHD1","blue"
"3147","SGTB","blue"
"3151","PSMC3IP","blue"
"3152","ENPEP","blue"
"3155","MYADM","blue"
"3162","ALDH1B1","blue"
"3182","TRMT61A","blue"
"3189","C12orf54","blue"
"3199","PPP2CB","blue"
"3207","ZNF175","blue"
"3212","WDR1","blue"
"3223","IFNGR1","blue"
"3236","DIP2C","blue"
"3240","KRT82","blue"
"3241","MSRB3","blue"
"3246","APOL5","blue"
"3247","DARS2","blue"
"3254","JPH2","blue"
"3257","TPSAB1","blue"
"3264","NCAM1","blue"
"3265","BVES","blue"
"3273","NCEH1","blue"
"3274","CXorf36","blue"
"3276","RALB","blue"
"3283","CTU2","blue"
"3318","CUEDC1","blue"
"3329","C2orf40","blue"
"3332","NR1D2","blue"
"3353","SCN2B","blue"
"3357","CPED1","blue"
"3363","GEM","blue"
"3365","TRAF5","blue"
"3392","PTGER3","blue"
"3396","RAP2A","blue"
"3397","SRGAP1","blue"
"3407","MACROD2","blue"
"3410","CCL21","blue"
"3411","PRR7","blue"
"3420","RPGRIP1L","blue"
"3428","ZNF268","blue"
"3436","ANGPT1","blue"
"3441","UBE2D2","blue"
"3448","RAB4A","blue"
"3460","GMPR2","blue"
"3466","ENTPD6","blue"
"3468","PPP1R26","blue"
"3470","MAZ","blue"
"3483","TTC4","blue"
"3487","MME","blue"
"3488","KHK","blue"
"3492","GDF10","blue"
"3495","RHOJ","blue"
"3501","VPS8","blue"
"3516","VAPB","blue"
"3533","ANXA6","blue"
"3535","TKFC","blue"
"3548","MPRIP","blue"
"3549","RBBP8","blue"
"3559","DYNLT1","blue"
"3562","HAPLN2","blue"
"3573","THBS2","blue"
"3588","LRRC14","blue"
"3597","RABEP2","blue"
"3598","RAB9B","blue"
"3621","DPYSL3","blue"
"3641","UPF2","blue"
"3644","PPFIBP1","blue"
"3645","GART","blue"
"3650","IAPP","blue"
"3654","SETD3","blue"
"3656","GRIK5","blue"
"3661","FAM120B","blue"
"3663","WDR82","blue"
"3664","SCGB3A1","blue"
"3674","ADRA1B","blue"
"3678","BLOC1S2","blue"
"3683","FAM131C","blue"
"3701","SLC25A23","blue"
"3708","ZCCHC12","blue"
"3709","MPP6","blue"
"3724","ADIRF","blue"
"3727","DYM","blue"
"3747","MYOCD","blue"
"3763","CD109","blue"
"3829","HIST1H2BC","blue"
"3832","LMOD1","blue"
"3849","AQP1","blue"
"3851","CAPRIN2","blue"
"3852","CEP104","blue"
"3855","SPATA2","blue"
"3862","MRPL4","blue"
"3879","ZFP69","blue"
"3880","ALDOA","blue"
"3882","DCXR","blue"
"3886","REG1B","blue"
"3894","HIST1H4E","blue"
"3911","SLC25A4","blue"
"3917","LRGUK","blue"
"3925","MKX","blue"
"3939","PRKAR2A","blue"
"3941","OAZ3","blue"
"3945","HDGFRP2","blue"
"3952","RSPO3","blue"
"3956","HEY2","blue"
"3965","TNFAIP8L3","blue"
"3968","HOXA10","blue"
"3969","TMEM64","blue"
"3972","RAI14","blue"
"3975","CLEC3B","blue"
"3982","CLDN15","blue"
"3984","TMEM200B","blue"
"3993","STATH","blue"
"3995","PCP4","blue"
"4003","SETMAR","blue"
"4013","CLUL1","blue"
"4020","IQUB","blue"
"4030","CHRDL2","blue"
"4035","ALB","blue"
"4037","EDN1","blue"
"4039","TEAD2","blue"
"4058","C18orf25","blue"
"4060","DTNBP1","blue"
"4068","PDGFC","blue"
"4070","PPP1R2","blue"
"4076","ELSPBP1","blue"
"4090","FAM20C","blue"
"4096","NCAN","blue"
"4103","VPS45","blue"
"4111","ST3GAL1","blue"
"4131","CSDE1","blue"
"4154","LHX6","blue"
"4179","ITGAE","blue"
"4190","EDA","blue"
"4192","GYG2","blue"
"4197","CDCA4","blue"
"4215","NIPAL3","blue"
"4216","SEC14L2","blue"
"4245","MLF1","blue"
"4249","MDGA2","blue"
"4251","CADPS2","blue"
"4261","COL16A1","blue"
"4272","ILKAP","blue"
"4280","IPO11","blue"
"4287","PRND","blue"
"4299","GPR119","blue"
"4316","FLRT1","blue"
"4318","SNX7","blue"
"4333","SGMS2","blue"
"4335","KRBA2","blue"
"4339","MCAM","blue"
"4342","PPP1R12C","blue"
"4350","TPM1","blue"
"4360","TRIM3","blue"
"4362","COL8A1","blue"
"4378","TGDS","blue"
"4381","CBLB","blue"
"4391","KCNN2","blue"
"4392","BCHE","blue"
"4400","ACOX2","blue"
"4429","TEX15","blue"
"4431","EMCN","blue"
"4437","CDH26","blue"
"4440","PDGFA","blue"
"4448","THBS1","blue"
"4453","CWC27","blue"
"4454","GNA14","blue"
"4462","PLXNB3","blue"
"4463","USP37","blue"
"4472","PDCD2","blue"
"4481","DUBR","blue"
"4486","AK4","blue"
"4493","KIF13B","blue"
"4516","HLX","blue"
"4522","TP53INP2","blue"
"4533","ST5","blue"
"4543","SOGA1","blue"
"4545","EOGT","blue"
"4569","FLNA","blue"
"4573","ARHGAP35","blue"
"4603","CAV1","blue"
"4641","JMJD8","blue"
"4644","HIST1H2BE","blue"
"4647","NTRK3","blue"
"4651","PHLDA1","blue"
"4672","WDR27","blue"
"4674","CSPG5","blue"
"4676","SYNPO2","blue"
"4685","ZNF219","blue"
"4691","ZNF800","blue"
"4730","LAMC3","blue"
"4731","LCN10","blue"
"4746","JPH3","blue"
"4757","GPC5","blue"
"4759","NR5A2","blue"
"4804","LRRN2","blue"
"4816","APCDD1L","blue"
"4829","OR5J2","blue"
"4846","EIF3J-AS1","blue"
"4852","DMPK","blue"
"4857","ST8SIA4","blue"
"4869","EDIL3","blue"
"4881","FAIM","blue"
"4886","PDLIM7","blue"
"4909","NDRG4","blue"
"4915","NFYA","blue"
"4919","ADO","blue"
"4924","DYNC1I1","blue"
"4953","FOXK1","blue"
"4989","CPZ","blue"
"5023","FBLIM1","blue"
"5027","CELSR3","blue"
"5028","PIGS","blue"
"5041","JAG1","blue"
"5052","GSX1","blue"
"5073","LYG2","blue"
"5077","TRO","blue"
"5079","LRRC73","blue"
"5087","ST6GALNAC6","blue"
"5092","FAM45A","blue"
"5101","G0S2","blue"
"5107","FAM19A2","blue"
"5115","CBX6","blue"
"5143","RAB11FIP1","blue"
"5148","MAFG","blue"
"5149","EPHB1","blue"
"5150","B4GALT3","blue"
"5155","ELK3","blue"
"5162","CCNT1","blue"
"5165","CNTNAP1","blue"
"5182","RCC1L","blue"
"5183","PHB","blue"
"5188","NKD1","blue"
"5198","PRDM12","blue"
"5203","ASPA","blue"
"5209","PDLIM5","blue"
"5210","VPS37D","blue"
"5215","NTN1","blue"
"5225","CEBPB","blue"
"5227","TMED1","blue"
"5264","EYA4","blue"
"5273","RGAG4","blue"
"5277","BRI3BP","blue"
"5281","LACC1","blue"
"5287","EGFL8","blue"
"5290","STK36","blue"
"5294","CYP4Z1","blue"
"5322","C8orf82","blue"
"5326","MOGAT2","blue"
"5337","JPH1","blue"
"5338","MLXIP","blue"
"5345","EIF3K","blue"
"5357","KIF24","blue"
"5370","NSA2","blue"
"5371","HES6","blue"
"5374","NDUFC2","blue"
"5376","GLE1","blue"
"5377","NFIX","blue"
"5389","CRIP2","blue"
"5399","CCNG1","blue"
"5405","MAP3K6","blue"
"5422","RUNX1T1","blue"
"5425","CTSL","blue"
"5437","MATN2","blue"
"5442","LMO3","blue"
"5474","DIAPH3","blue"
"5482","PDLIM3","blue"
"5489","ASCL3","blue"
"5517","HNRNPC","blue"
"5525","CETN2","blue"
"5530","RBM41","blue"
"5551","C5orf15","blue"
"5554","NECAB1","blue"
"5562","LINGO2","blue"
"5586","ANKS1B","blue"
"5593","KCNAB1","blue"
"5603","SNX6","blue"
"5621","KLK1","blue"
"5625","CMTM6","blue"
"5628","EGFR","blue"
"5645","TLN1","blue"
"5646","IFIT5","blue"
"5687","TTC7A","blue"
"5701","SRPK3","blue"
"5706","RHBG","blue"
"5709","CYP46A1","blue"
"5735","ADARB1","blue"
"5741","ATP6AP1","blue"
"5755","SYNJ2BP","blue"
"5756","C16orf86","blue"
"5757","NEGR1","blue"
"5758","TSPAN11","blue"
"5759","MNX1","blue"
"5778","SNORD101","blue"
"5806","GLMP","blue"
"5836","HNF4A","blue"
"5850","SLC25A27","blue"
"5853","PALLD","blue"
"5864","SLC8A2","blue"
"5876","DES","blue"
"5890","NAP1L1","blue"
"5901","CNTN6","blue"
"5905","IK","blue"
"5908","ANXA10","blue"
"5910","ZBTB47","blue"
"5911","ST3GAL3","blue"
"5920","PDZRN3","blue"
"5921","EFCAB1","blue"
"5927","MRPL12","blue"
"5931","FAM81A","blue"
"5933","RANBP3","blue"
"5950","FGF1","blue"
"5955","RRAGD","blue"
"5961","CTGF","blue"
"5967","GNPAT","blue"
"5976","TSPAN18","blue"
"5982","TRMO","blue"
"5992","PTOV1","blue"
"5994","ITGA10","blue"
"6001","FBXO30","blue"
"6008","OCIAD2","blue"
"6011","SCN3B","blue"
"6024","ITPKB","blue"
"6027","CLASP1","blue"
"6040","ABHD4","blue"
"6042","RNF135","blue"
"6050","ST7-AS1","blue"
"6057","EHMT2","blue"
"6058","KCNH2","blue"
"6070","HAS2","blue"
"6094","BCL7C","blue"
"6100","VEGFC","blue"
"6111","COL1A1","blue"
"6135","WBSCR17","blue"
"6153","LOXL1","blue"
"6155","KLHL4","blue"
"6157","UQCRFS1","blue"
"6176","KLHDC9","blue"
"6178","COL18A1","blue"
"6186","SV2A","blue"
"6188","CNTROB","blue"
"6190","FAM189B","blue"
"6191","MFSD5","blue"
"6195","EFS","blue"
"6219","KIF3B","blue"
"6220","CARTPT","blue"
"6226","SULF1","blue"
"6243","SGK1","blue"
"6244","TRIM63","blue"
"6261","CTC1","blue"
"6265","LSM11","blue"
"6272","PGM5P2","blue"
"6278","PDCL3","blue"
"6281","TTLL7","blue"
"6286","SH3BGRL","blue"
"6307","CPD","blue"
"6308","PYY","blue"
"6313","KCNE4","blue"
"6318","GLYR1","blue"
"6320","SCG2","blue"
"6330","MAP1LC3B","blue"
"6337","KLHL36","blue"
"6343","FEM1C","blue"
"6349","FZD3","blue"
"6362","S1PR3","blue"
"6365","FHL3","blue"
"6401","MKKS","blue"
"6414","PRR21","blue"
"6423","HSF4","blue"
"6441","FXYD5","blue"
"6446","UBE3C","blue"
"6453","INCA1","blue"
"6455","PSMD13","blue"
"6458","BCL9","blue"
"6488","MYPOP","blue"
"6505","FBXL7","blue"
"6515","ULK1","blue"
"6523","GRASP","blue"
"6524","TMBIM1","blue"
"6535","RELA","blue"
"6537","TEAD4","blue"
"6539","VEZF1","blue"
"6541","NBEA","blue"
"6557","MTCL1","blue"
"6563","BCAM","blue"
"6566","SULT2B1","blue"
"6591","FAM104B","blue"
"6617","PIANP","blue"
"6636","RFX2","blue"
"6640","CHMP6","blue"
"6646","DSTN","blue"
"6653","COL5A1","blue"
"6670","BDNF","blue"
"6686","TAGLN","blue"
"6687","H2AFV","blue"
"6690","SERP1","blue"
"6693","TEKT5","blue"
"6701","CCDC136","blue"
"6703","BMPR1A","blue"
"6708","BEND6","blue"
"6710","FAM110D","blue"
"6715","SORT1","blue"
"6721","KIAA1614","blue"
"6723","LRRFIP2","blue"
"6730","PTBP2","blue"
"6732","UCN","blue"
"6737","C17orf67","blue"
"6751","CFL2","blue"
"6754","PRELP","blue"
"6772","GABRA5","blue"
"6791","PIM3","blue"
"6800","UGT1A5","blue"
"6801","H2AFZ","blue"
"6815","USP13","blue"
"6816","MAP4","blue"
"6818","LCLAT1","blue"
"6824","TMEM144","blue"
"6858","KPNA3","blue"
"6873","ADCY5","blue"
"6890","APCS","blue"
"6904","PDZD4","blue"
"6906","ADM","blue"
"6909","GAR1","blue"
"6916","MYBL2","blue"
"6918","FYCO1","blue"
"6964","FAM71A","blue"
"6965","ALMS1","blue"
"6972","PGM5","blue"
"6976","IGF1","blue"
"6989","TXNDC16","blue"
"6991","SUSD1","blue"
"7020","PUDP","blue"
"7054","PFN2","blue"
"7071","MIPOL1","blue"
"7075","GSX2","blue"
"7081","RNF20","blue"
"7089","MAPT","blue"
"7109","DNAJC21","blue"
"7112","TOM1L2","blue"
"7141","ZNF233","blue"
"7145","ADAM11","blue"
"7148","MRPS27","blue"
"7151","EMILIN1","blue"
"7158","COCH","blue"
"7159","ATP6V1A","blue"
"7169","PRDX5","blue"
"7189","ADGRL3","blue"
"7191","SLC24A2","blue"
"7201","EDEM2","blue"
"7202","ENO4","blue"
"7220","AVPR1A","blue"
"7231","FSTL4","blue"
"7232","RAB11A","blue"
"7249","PSMD2","blue"
"7252","PDC","blue"
"7256","EIF2D","blue"
"7257","KDELC1","blue"
"7262","AKAP1","blue"
"7274","ARMC12","blue"
"7299","HIST1H4G","blue"
"7307","UNC5A","blue"
"7317","CORIN","blue"
"7322","CPQ","blue"
"7327","MSI2","blue"
"7328","AKR1C3","blue"
"7331","TTF1","blue"
"7334","MCRS1","blue"
"7336","GSTM2","blue"
"7372","LDB3","blue"
"7391","GLUD1","blue"
"7415","TRIP6","blue"
"7418","NXPH3","blue"
"7435","LUZP1","blue"
"7450","DMWD","blue"
"7453","CCNB1IP1","blue"
"7463","KLF12","blue"
"7472","PARK2","blue"
"7477","AHNAK","blue"
"7481","CDA","blue"
"7504","ITGB1","blue"
"7512","SART3","blue"
"7519","TRIM54","blue"
"7521","DBT","blue"
"7523","GGT7","blue"
"7527","FAXC","blue"
"7557","KLHL10","blue"
"7561","ULK2","blue"
"7567","ACOT1","blue"
"7581","ATP6V0E1","blue"
"7588","CCDC80","blue"
"7589","TP53I11","blue"
"7590","HPCAL1","blue"
"7600","FLNC","blue"
"7601","KRTAP9-9","blue"
"7623","HGS","blue"
"7627","ARMCX6","blue"
"7630","ERC1","blue"
"7644","ACOT2","blue"
"7647","FIBIN","blue"
"7673","LGI4","blue"
"7675","NANOS1","blue"
"7677","ACD","blue"
"7678","PACS1","blue"
"7682","ENAH","blue"
"7689","NGF","blue"
"7702","CD302","blue"
"7709","SPATC1L","blue"
"7713","DNAH9","blue"
"7722","C1QL1","blue"
"7730","NBN","blue"
"7736","TXNRD1","blue"
"7766","HOXD1","blue"
"7767","PTCHD1","blue"
"7771","LOC285556","blue"
"7780","CNTN3","blue"
"7781","RGMA","blue"
"7784","ZFHX2","blue"
"7803","PFDN1","blue"
"7805","IVNS1ABP","blue"
"7806","PKHD1L1","blue"
"7818","CALD1","blue"
"7823","ELAC2","blue"
"7848","OR13H1","blue"
"7852","DGKI","blue"
"7895","TPPP","blue"
"7903","CCDC24","blue"
"7911","SPHAR","blue"
"7916","C5orf46","blue"
"7932","MFSD3","blue"
"7942","FOXN4","blue"
"7951","CTBP1","blue"
"7955","ACOT7","blue"
"7960","PRPF31","blue"
"7964","DGCR14","blue"
"7968","TRIM9","blue"
"7973","OR51E2","blue"
"7984","EPM2A","blue"
"8014","TNC","blue"
"8024","PACS2","blue"
"8025","RNF13","blue"
"8029","HADH","blue"
"8062","CDR2","blue"
"8064","NQO1","blue"
"8081","GUCY1A2","blue"
"8084","SETBP1","blue"
"8091","MDGA1","blue"
"8094","LRCH2","blue"
"8102","HSPB3","blue"
"8112","SSX2IP","blue"
"8116","OSBPL7","blue"
"8126","SLC12A2","blue"
"8127","CA12","blue"
"8128","DUT","blue"
"8135","PTMS","blue"
"8137","SHC2","blue"
"8142","USP10","blue"
"8143","HIST1H3D","blue"
"8153","KRT13","blue"
"8154","AAR2","blue"
"8169","ATP6V0B","blue"
"8196","RSU1","blue"
"8197","IDH3B","blue"
"8223","UGT2A1","blue"
"8229","MAGEE1","blue"
"8230","CPEB4","blue"
"8232","PEX5L","blue"
"8252","AVL9","blue"
"8256","CASQ2","blue"
"8289","SF3B4","blue"
"8293","DSEL","blue"
"8307","NRCAM","blue"
"8321","MYH9","blue"
"8333","ICMT","blue"
"8343","GPD2","blue"
"8347","L2HGDH","blue"
"8385","ACKR1","blue"
"8415","LIN54","blue"
"8420","TMEM123","blue"
"8425","CDKL1","blue"
"8437","MASP1","blue"
"8475","CIZ1","blue"
